name,modranks,prob,sg.approach,sg.around,sg.tee,sg.putt,sg.total,score,rank,owgr.April,owgr.Feb,actualrank,year,vegasranks
"Lowery, Steve",56,0.0017,-0.313960526,-0.015815789,0.149921053,-0.204631579,-0.384486842,157,83,1.24,1.324,74,2008,NA
"Sterne, Richard",57,0.0016,-0.215333333,0.333666667,-0.171666667,0.138,0.084666667,292,28.5,2.565,2.757,24,2008,NA
"Watney, Nick",57,0.0016,-0.265194444,0.001638889,0.406111111,0.184611111,0.327166667,288,12,1.248,1.293,10,2008,NA
"Taniguchi, Toru",59,0.0015,-0.793,-0.082,-0.484,1.829,0.47,148,44.5,2.398,2.803,37,2008,NA
"Hansen, Anders",60,0.0014,0.176740741,0.048222222,-0.107185185,0.403148148,0.520925926,155,81,2.121,2.102,73,2008,NA
"O'Hern, Nick",61,0.0012,0.301607143,0.375839286,-0.255803571,-0.136464286,0.285178571,149,54.5,2.405,2.472,47,2008,NA
"Bateman, Brian",62,0.001,-0.172969231,-0.179076923,-0.165015385,-0.1666,-0.683661538,291,22,0.888,0.989,19,2008,NA
"Chopra, Daniel",62,0.001,-0.190135417,0.114510417,0.081291667,0.36596875,0.371635417,150,63.5,1.864,1.923,55,2008,NA
"Micheel, Shaun",62,0.001,0.358030303,-0.075393939,-0.285484848,-0.054636364,-0.057484848,150,63.5,1.044,1.244,55,2008,NA
"Howell III, Charles",65,8E-04,8.82E-05,0.094411765,-0.412294118,-0.06825,-0.386044118,148,44.5,2.286,2.526,37,2008,NA
"Karlsson, Robert",65,8E-04,0.105869565,0.294826087,-0.168434783,0.272695652,0.504956522,287,9,2.133,2.44,8,2008,NA
"Langer, Bernhard",65,8E-04,0.645222222,-0.223222222,-0.323962963,0.293296296,0.391333333,151,69,1.367,1.59,61,2008,NA
"Mize, Larry",65,8E-04,-0.332727273,-0.3275,-0.113590909,-0.351363636,-1.125181818,158,84,0.1671,0.0833,75,2008,NA
"Curtis, Ben",69,6E-04,-0.688392857,0.202839286,-0.124142857,-0.066625,-0.676321429,150,63.5,0.988,1.169,55,2008,NA
"Singh, Jeev Milkha",70,5E-04,-0.316352941,0.526,-0.086058824,-0.589647059,-0.466058824,292,28.5,1.653,1.483,24,2008,NA
"Wagner, Johnson",70,5E-04,0.228946667,-0.010546667,0.077173333,-0.368346667,-0.072773333,295,37,1.282,0.621,34,2008,NA
"Green, Richard",72,4E-04,-0.148705882,-0.113823529,-0.523,0.327411765,-0.458117647,152,74,2.03,2.409,65,2008,NA
"Olazabal, Jose Maria",73,3E-04,-0.261181818,0.353045455,-1.192818182,0.743454545,-0.3575,151,69,1.181,1.508,61,2008,NA
"Katayama, Shingo",74,2E-04,-0.9064,0.5134,-0.4864,-0.7,-1.5794,152,74,2.146,2.331,65,2008,NA
"Hamilton, Todd",75,1E-04,-0.571492063,-0.233603175,-0.209428571,0.127,-0.88752381,295,37,0.1512,0.1076,34,2008,NA
"Woods, Tiger",1,0.1245,1.398,0.579,0.335,0.877,3.189,280,7.5,9.834,10.18,5,2009,NA
"Mickelson, Phil",2,0.1016,0.6423137,0.4523922,0.317451,0.1664706,1.578627,279,5,8.371,6.37,4,2009,NA
"Westwood, Lee",3,0.0466,1.205,-0.827,0.637,-0.068,0.947,291,41,4.227,4.451,40,2009,NA
"Garcia, Sergio",4,0.0382,0.9295385,0.1504615,0.4226154,-0.02484615,1.477769,289,37.5,7.276,7.828,35,2009,NA
"Ogilvy, Geoff",5,0.0353,-0.02,0.329,0.258,0.493,1.06,283,15.5,6.428,5.003,14,2009,NA
"Casey, Paul",6,0.0342,0.7032667,-0.4306667,0.4554667,0.054,0.7820667,286,24,5.551,3.446,19,2009,NA
"Perry, Kenny",7,0.0288,0.414,-0.042,0.566,0.268,1.206,276,2,4.791,4.753,1,2009,NA
"Rose, Justin",8,0.0253,0.093,0.113,0.189,0.111,0.506,286,24,3.231,3.819,19,2009,NA
"Harrington, Padraig",9,0.0232,0.2722222,0.5087778,-0.000666667,-0.1516111,0.6287222,288,34,5.859,6.486,32,2009,NA
"Kim, Anthony",10,0.0231,0.6728226,0.1890323,0.319629,0.4965484,1.678032,286,24,4.205,4.63,19,2009,NA
"Stricker, Steve",11,0.0224,1.018,0.327,0.275,0.207,1.828,280,7.5,4.291,3.595,5,2009,NA
"McIlroy, Rory",12,0.0207,1.065,-0.249,0.564,0.113,1.493,286,24,3.957,3.834,19,2009,NA
"O'Hair, Sean",13,0.0206,0.796,-0.038,0.539,-0.127,1.17,281,11,3.066,2.226,9,2009,NA
"Mahan, Hunter",14,0.0197,0.7681765,-0.285,0.4801765,0.2015294,1.164882,281,11,2.316,2.336,9,2009,NA
"Cabrera, Angel",15,0.0178,0.16325,-0.1485,0.3606944,-0.3132778,0.06216667,276,2,1.871,2.111,1,2009,NA
"Poulter, Ian",16,0.015,0.24,0.65,0.222,0.094,1.206,286,24,2.781,2.852,19,2009,NA
"Cink, Stewart",17,0.0146,0.2466087,0.01111594,0.1004348,0.2586667,0.6168261,147,55.5,3.633,3.465,50,2009,NA
"Karlsson, Robert",17,0.0146,0.869,0.1343333,-0.000666667,0.008,1.010667,147,55.5,4.942,5.034,50,2009,NA
"Watney, Nick",19,0.0145,0.345,-0.201,0.732,0.237,1.113,285,19,2.844,1.761,18,2009,NA
"Villegas, Camilo",20,0.0139,0.474,0.128,0.427,-0.203,0.825,282,13.5,4.842,4.853,12,2009,NA
"Furyk, Jim",21,0.0135,0.5895385,0.1511538,0.1351538,0.5416923,1.417538,281,11,4.133,3.989,9,2009,NA
"Allenby, Robert",22,0.0131,1.445070423,-0.227450704,0.503056338,-0.266070423,1.454605634,289,37.5,3,2.91,35,2009,NA
"Singh, Vijay",23,0.0128,0.319,0.08,0.377,-0.657,0.12,287,30.5,5.523,6.393,28,2009,NA
"Leonard, Justin",24,0.0125,0.4089265,0.3123235,0.2589559,0.1848824,1.165088,148,63.5,3.209,3.109,57,2009,NA
"Els, Ernie",25,0.0122,0.79632,0.2704,0.33436,-0.42792,0.97316,146,45,4.087,4.213,41,2009,NA
"Johnson, Zach",26,0.0116,0.7106269,-0.08643284,0.1665522,0.1818657,0.9726119,150,71.5,3.239,3.091,65,2009,NA
"Goosen, Retief",27,0.0112,0.2265238,0.2480952,-0.0467619,0.1709048,0.5987619,146,45,3.353,2.466,41,2009,NA
"Couples, Fred",28,0.0105,0.2428478,0.1938478,0.1823478,-0.02423913,0.5948043,146,45,1.74,0.891,41,2009,NA
"Singh, Jeev Milkha",29,0.0104,-0.121,0.043,0.313,0.151,0.386,146,45,2.959,2.763,41,2009,NA
"Campbell, Chad",30,0.01,0.7058133,-0.13976,0.09573333,-0.09964,0.5621467,276,2,1.78,1.927,1,2009,NA
"Jimenez, Miguel Angel",30,0.01,0.25075,0.00425,0.15875,-0.5795,-0.16575,294,55.5,2.993,3.37,50,2009,NA
"Clark, Tim",32,0.0097,0.6518919,-0.02054054,-0.051,0.2853108,0.8656622,282,13.5,2.797,2.819,12,2009,NA
"Stenson, Henrik",33,0.0096,0.053,-0.086,0.21,0.194,0.371,289,37.5,5.116,5.173,35,2009,NA
"Curtis, Ben",34,0.0092,-0.07027692,0.1398615,0.4546308,0.3397385,0.8639538,288,34,2.834,2.963,32,2009,NA
"Quiros, Alvaro",35,0.009,-0.047,-0.503,0.997,-0.17,0.277,153,78,3.159,3.182,72,2009,NA
"Ames, Stephen",36,0.0084,0.650142857,0.057285714,-0.077714286,0.237952381,0.867666667,286,24,2.382,2.574,19,2009,NA
"Appleby, Stuart",37,0.0078,0.382681159,0.305826087,-0.101275362,-0.080695652,0.506536232,287,30.5,2.205,2.387,28,2009,NA
"Snedeker, Brandt",37,0.0078,0.03,0.069,-0.037,0.761,0.823,150,71.5,1.525,1.806,65,2009,NA
"Sabbatini, Rory",39,0.0077,0.452,0.284,0.299,-0.322,0.713,286,24,2.31,2.592,19,2009,NA
"Choi, K.J.",40,0.0075,0.132566,0.1626038,-0.1090943,0.2940377,0.4801132,148,63.5,3.283,3.491,57,2009,NA
"Goggin, Mathew",41,0.0074,0.3465833,0.1233333,0.5119722,0.02891667,1.010806,151,75,2.253,2.207,69,2009,NA
"Scott, Adam",42,0.0073,-0.045,0.27,-0.005,-0.881,-0.66,146,45,3.335,3.772,41,2009,NA
"Baird, Briny",43,0.0069,0.601732,0.2094639,0.3613299,-0.323268,0.8492577,148,63.5,1.279,1.251,57,2009,NA
"Donald, Luke",44,0.0067,0.646,0.4058,-0.4274,0.8658,1.4902,289,37.5,2.864,2.7,35,2009,NA
"Johnson, Dustin",45,0.0064,-0.02575,-0.00075,0.3413684,-0.3180658,-0.003197368,287,30.5,2.548,1.25,28,2009,NA
"Sutherland, Kevin",45,0.0064,0.013,0.175,0.233,0.27,0.692,294,55.5,2.073,2.168,50,2009,NA
"Weekley, Boo",47,0.006,0.301,0.011,0.721,-0.528,0.505,149,68,1.958,2.302,62,2009,NA
"Weir, Mike",47,0.006,0.229,0.358,-0.276,0.469,0.78,294,55.5,3.592,3.287,50,2009,NA
"Flesch, Steve",49,0.0056,0.2368592,0.2215352,-0.2475352,-0.1025211,0.108338,280,7.5,1.272,1.354,5,2009,NA
"Watson, Bubba",50,0.0055,0.037,0.044,0.387,0.08,0.548,290,40,1.187,1.314,39,2009,NA
"Immelman, Trevor",51,0.0052,0.3428077,0.3942692,-0.3085,-0.4966538,-0.06807692,286,24,2.895,3.17,19,2009,NA
"Romero, Andres",52,0.0051,-0.521,-0.096,0.37,-0.044,-0.291,298,68,2.492,2.679,62,2009,NA
"Oosthuizen, Louis",53,0.005,-0.092,-0.353,0.294,0.342,0.191,150,71.5,2.255,2.209,65,2009,NA
"Trahan, D.J.",54,0.0048,0.369,-0.232,0.506,-0.419,0.224,293,49.5,1.882,1.903,48,2009,NA
"Mediate, Rocco",55,0.0047,0.3565937,0.1988594,-0.01535937,-0.157375,0.3827187,298,68,1.513,1.655,62,2009,NA
"Fisher, Ross",56,0.0046,0.5195556,-0.6065556,0.2125556,-1.017333,-0.8917778,287,30.5,2.883,2.754,28,2009,NA
"Merrick, John",56,0.0046,-0.196481,-0.1572025,0.411038,-0.2032405,-0.1458861,280,7.5,1.238,1.237,5,2009,NA
"Hamilton, Todd",58,0.0037,-0.0455493,-0.3376901,0.1246761,0.3366197,0.07805634,283,15.5,0.4266,0.4608,14,2009,NA
"Duke, Ken",59,0.0034,0.2891176,-0.03404902,0.07065686,0.2782255,0.603951,288,34,1.324,1.549,32,2009,NA
"Mayfair, Billy",59,0.0034,-0.2515222,0.06557778,0.1759667,-0.2718,-0.2817778,152,77,1.158,1.356,71,2009,NA
"Baddeley, Aaron",61,0.0032,-0.4710364,0.4445636,-0.07676364,0.6552,0.5519636,284,17.5,2.17,2.552,16,2009,NA
"Yang, Y.E.",62,0.0031,0.386,-0.108,0.17,-0.065,0.383,147,55.5,1.064,0.2739,50,2009,NA
"Kaymer, Martin",63,0.003,-0.5443333,-0.2045,0.3975,0.1106667,-0.2406667,147,55.5,3.399,3.495,50,2009,NA
"Perez, Pat",63,0.003,-0.129,0.113,-0.074,0.534,0.445,154,80,2.259,2.045,73,2009,NA
"Imada, Ryuji",65,0.0026,0.1997013,0.3561688,-0.4759221,0.441026,0.520974,286,24,1.8,1.869,19,2009,NA
"McDowell, Graeme",66,0.0024,0.3535,-0.124,0.11425,-0.67375,-0.33,284,17.5,2.35,2.698,16,2009,NA
"Hansen, Soren",67,0.0023,0.4535,-0.060375,-0.126625,-0.2455,0.021,148,63.5,2.061,2.275,57,2009,NA
"Hart, Dudley",68,0.002,0.05018462,0.1217231,-0.3486154,0.4882154,0.3115077,293,49.5,1.834,1.999,48,2009,NA
"Marksaeng, Prayad",68,0.002,-0.35,-0.062,-0.2785,0.5485,-0.142,154,80,2.256,2.103,73,2009,NA
"Wilson, Oliver",70,0.0019,0.08,0.301,-0.634,0.654,0.402,148,63.5,2.617,2.459,57,2009,NA
"Olazabal, Jose Maria",71,0.0018,0.3,0.772,-0.895,0.98,1.158,146,45,0.1822,0.2962,41,2009,NA
"Ishikawa, Ryo",72,0.0011,-1.423,0.151,-0.015,0.13,-1.157,150,71.5,1.793,1.996,65,2009,NA
"Mize, Larry",72,0.0011,-0.5079355,-0.01245161,-0.1914839,-0.468,-1.179871,NA,NA,0.0589,NA,76,2009,NA
"Pettersson, Carl",74,0.001,-0.423,-0.143,-0.326,0.321,-0.572,154,80,1.746,1.909,73,2009,NA
"Sterne, Richard",75,9E-04,-1.002,-0.368,-0.731,0.31,-1.791,146,45,2.116,2.379,41,2009,NA
"Reavie, Chez",76,8E-04,-0.109,0.265,-0.203,-0.195,-0.241,151,75,0.718,0.831,69,2009,NA
"Woods, Tiger",1,0.1583,1.6476,0.4232,0.293,0.95,3.3138,277,4.5,11.278,13.095,4,2010,NA
"Westwood, Lee",2,0.0849,0.764,-0.29,0.7565,0.44125,1.67175,275,2,6.768,7.01,2,2010,NA
"Mickelson, Phil",3,0.0601,0.5434737,0.1268596,0.2940351,-0.1335965,0.8307719,272,1,6.985,7.63,1,2010,NA
"Stricker, Steve",4,0.0509,0.7141563,0.4653438,0.3279063,0.4895625,1.996969,291,31.5,7.881,7.913,29,2010,NA
"Poulter, Ian",5,0.0379,0.303087,0.486087,0.1563478,0.1984348,1.143957,283,10.5,5.971,4.981,10,2010,NA
"Casey, Paul",6,0.0369,0.9293333,-0.04206667,0.1458,0.3757333,1.4088,153,75,6.193,5.119,71,2010,NA
"Furyk, Jim",7,0.0248,0.6471765,0.4369706,0.07019118,0.7274853,1.881824,156,82,6.212,5.405,76,2010,NA
"Mahan, Hunter",8,0.0227,0.5148333,-0.4971667,0.6274583,0.4733333,1.118458,281,8.5,3.734,2.899,8,2010,NA
"Goosen, Retief",9,0.0207,0.02378947,0.2359123,0.3351404,0.6542105,1.249053,294,37.5,4.263,3.939,36,2010,NA
"Cabrera, Angel",10,0.0203,0.2038511,-0.2887234,0.3193404,0.1830851,0.4175532,287,20,3.08,3.269,18,2010,NA
"Els, Ernie",11,0.0179,0.7063158,0.2395789,0.3441053,0.07442105,1.364421,287,20,5.959,4.015,18,2010,NA
"Harrington, Padraig",12,0.0166,0.62652,0.5136,-0.22124,0.365,1.28388,149,52,4.873,5.031,47,2010,NA
"O'Hair, Sean",13,0.016,0.4121379,0.0432931,0.4029828,-0.1618966,0.6965172,291,31.5,3.782,4.093,29,2010,NA
"Ogilvy, Geoff",14,0.0156,-0.01826923,0.1635385,0.108,0.3591538,0.6124231,289,26,4.427,4.875,25,2010,NA
"Watney, Nick",15,0.0153,0.2991739,-0.3901304,0.6321594,0.05057971,0.5917826,280,7,3.054,2.893,7,2010,NA
"Perry, Kenny",16,0.0151,0.08848387,-0.1022258,0.4243548,0.2484516,0.6590645,289,26,3.846,4.51,25,2010,NA
"Kim, Anthony",17,0.014,0.1860606,0.01730303,0.3236667,0.3455455,0.8725758,276,3,4.383,3.24,3,2010,NA
"Cink, Stewart",18,0.0138,0.01754237,-0.2032203,0.1654915,0.3452203,0.3250339,152,72.5,3.617,3.866,70,2010,NA
"Yang, Y.E.",19,0.0136,0.2886829,-0.0775122,0.267,0.05943902,0.5376098,281,8.5,3.284,2.984,8,2010,NA
"Allenby, Robert",20,0.013,0.7723385,0.04404615,0.4978,-0.1987692,1.115415,298,52,4.23,4.206,47,2010,NA
"Kuchar, Matt",21,0.0129,0.08033333,0.3181067,0.20212,0.6949867,1.295547,288,23.5,2.989,2.542,23,2010,NA
"Johnson, Dustin",22,0.0121,0.1342687,-0.005283582,0.6486716,0.1111791,0.8888358,294,37.5,3.265,2.514,36,2010,NA
"Villegas, Camilo",23,0.012,0.6553333,0.06060784,0.4578627,-0.05101961,1.122784,294,37.5,4.515,3.297,36,2010,NA
"Couples, Fred",24,0.0119,0.3353333,0.232,0.3476667,-0.4055,0.5095,279,6,1.167,1.281,6,2010,NA
"Clark, Tim",25,0.0107,0.709,0.1264375,0.090125,0.2892969,1.214859,148,43.5,2.628,2.638,41,2010,NA
"Garcia, Sergio",26,0.0103,0.4682609,-0.05826087,0.3386957,-0.01926087,0.7294348,298,52,3.866,4.186,47,2010,NA
"Johnson, Zach",27,0.0102,0.7290921,-0.08823684,0.2357105,0.3094211,1.185987,295,40,3.249,3.462,40,2010,NA
"Toms, David",28,0.0097,0.6111169,-0.03864935,0.3094805,0.05174026,0.9336883,286,15.5,2.068,2.282,14,2010,NA
"Choi, K.J.",29,0.0094,0.37852,0.26568,0.2124,-0.08964,0.76696,277,4.5,2.498,1.544,4,2010,NA
"Glover, Lucas",29,0.0094,0.1003117,-0.08497403,0.4606234,-0.03831169,0.4376494,292,35,3.427,3.69,35,2010,NA
"Schwartzel, Charl",29,0.0094,0.4162,0.047,-0.0244,1.2048,1.6436,291,31.5,3.683,2.669,29,2010,NA
"Marino, Steve",32,0.0089,0.3918795,0.0653494,0.6423976,-0.04914458,1.050482,286,15.5,1.938,1.74,14,2010,NA
"Moore, Ryan",33,0.0085,0.00356,-0.14864,0.31096,0.22296,0.38884,286,15.5,2.112,2.308,14,2010,NA
"Quiros, Alvaro",33,0.0085,-0.422,0.01333333,0.6588333,1.289667,1.539833,150,60,2.993,2.965,57,2010,NA
"Kaymer, Martin",35,0.0081,-0.007,0.495,0.2156667,-0.5326667,0.171,149,52,5.32,5.36,47,2010,NA
"Kelly, Jerry",35,0.0081,0.02848781,0.2606707,0.1369512,0.1584634,0.5845732,285,12.5,1.612,1.558,12,2010,NA
"Singh, Vijay",37,0.0079,0.49336,0.3502,0.4018,-0.4708,0.77456,154,77.5,2.778,2.901,74,2010,NA
"Stenson, Henrik",38,0.0077,0.3503333,0.02288889,-0.02466667,0.1424444,0.491,155,80,4.328,5.051,75,2010,NA
"Campbell, Chad",39,0.0074,0.7474776,0.07173134,-0.03162687,0.03459702,0.8221791,298,52,1.872,1.99,47,2010,NA
"Fisher, Ross",40,0.0072,0.3976111,-0.1970556,0.5213333,-0.7728333,-0.05094444,153,75,3.379,3.981,71,2010,NA
"Scott, Adam",40,0.0072,0.3671905,0.006,0.2369048,-1.140429,-0.5303333,287,20,2.43,2.539,18,2010,NA
"Verplank, Scott",40,0.0072,0.7764416,-0.001415584,0.05746753,0.01587013,0.8483636,287,20,1.946,1.984,18,2010,NA
"Rollins, John",43,0.0069,-0.2654,0.1129294,0.6804,-0.3730706,0.1548588,151,67,1.556,1.708,61,2010,NA
"Jimenez, Miguel Angel",44,0.0062,-0.2935,0.0365,-0.073,0.378,0.048,285,12.5,2.587,2.919,12,2010,NA
"Haas, Bill",45,0.0058,0.0695,0.05531707,0.4822683,-0.02935366,0.5777317,289,26,1.608,1.307,25,2010,NA
"Senden, John",46,0.0057,0.6252069,-0.01425287,0.3450575,-0.07554023,0.8804713,148,43.5,1.769,1.704,41,2010,NA
"Donald, Luke",47,0.0056,0.4714426,0.4428197,-0.6456885,0.7329508,1.001525,149,52,3.692,3.465,47,2010,NA
"McDowell, Graeme",48,0.0055,0.2130476,-0.2931429,0.2796667,0.591,0.7905714,149,52,2.408,2.48,47,2010,NA
"Leonard, Justin",49,0.0054,0.4927838,0.271973,-0.01882432,0.1721622,0.9180946,150,60,1.945,2.156,57,2010,NA
"Dufner, Jason",50,0.0053,0.4625542,-0.02350602,0.354988,-0.179,0.6150361,291,31.5,1.827,1.885,29,2010,NA
"Hansen, Soren",50,0.0053,-0.1395,0.502,0.4385,-1.005,-0.204,149,52,2.413,2.41,47,2010,NA
"Sabbatini, Rory",52,0.0052,0.3092424,0.2116515,0.3045909,-0.4560303,0.3694545,153,75,2.063,2.349,71,2010,NA
"Weir, Mike",53,0.0049,0.4819559,0.4707941,-0.3521324,0.2895441,0.8901618,296,43.5,2.413,2.611,41,2010,NA
"McIlroy, Rory",54,0.0048,-0.7605,0.1386,0.2842,-0.8053,-1.143,151,67,4.679,5.149,61,2010,NA
"Slocum, Heath",54,0.0048,0.1910824,-0.2577529,0.3893765,-0.3113412,0.01136471,287,20,1.636,1.776,18,2010,NA
"Molinari, Francesco",56,0.0046,0.7775,-0.1165,0.0965,0.3825,1.14,291,31.5,2.54,2.491,29,2010,NA
"Crane, Ben",57,0.0044,0.07789744,0.1363333,0.1324872,0.3459487,0.6926667,288,23.5,2.223,2.079,23,2010,NA
"Molinari, Edoardo",58,0.0043,0.146,0.567,-0.126,0.174,0.761,151,67,2.917,2.455,61,2010,NA
"Leishman, Marc",59,0.004,0.4094565,-0.08230435,0.104087,-0.04367391,0.3875652,151,67,1.707,1.782,61,2010,NA
"Wilson, Oliver",60,0.0039,0.3968333,-0.1735,-0.04166667,-0.0355,0.1461667,151,67,2.576,2.626,61,2010,NA
"Barnes, Ricky",61,0.0035,0.2399565,0.0563913,-0.06713044,-0.4655652,-0.2363478,283,10.5,0.91,0.995,10,2010,NA
"Flesch, Steve",62,0.0029,-0.02587302,0.1185714,-0.3662698,-0.2785397,-0.5521111,294,37.5,0.55,0.711,36,2010,NA
"Palmer, Ryan",63,0.0028,-0.000447761,-0.328403,-0.02541791,0.3212836,-0.03298508,149,52,1.42,1.463,47,2010,NA
"Ishikawa, Ryo",64,0.0027,-0.591,-0.693,0.105,0.764,-0.415,148,43.5,2.496,2.817,41,2010,NA
"Karlsson, Robert",64,0.0027,0.6408462,0.016,-0.7532308,-0.8753846,-0.9717692,296,43.5,3.533,3.989,41,2010,NA
"Na, Kevin",66,0.0026,0.3453165,0.263443,-0.2329241,0.3007975,0.6766329,150,60,2.412,2.05,57,2010,NA
"Curtis, Ben",67,0.0023,-0.2694792,0.1584583,-0.01558333,0.6119583,0.4853542,148,43.5,1.892,1.915,41,2010,NA
