name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,rtp_score_grouped,time,no_masters_category,Level,Mu,Mu (no blups),P
"McIlroy, Rory",2016,5,455,2,4,5,1,1.681,8,.,12,2,3,0.00197,0.00205,0.00197
"McIlroy, Rory",2016,5,455,2,4,5,1,1.681,8,.,12,2,2,0.0157,0.01637,0.0157
"McIlroy, Rory",2016,5,455,2,4,5,1,1.681,8,.,12,2,1,0.15826,0.16396,0.15826
"McIlroy, Rory",2016,5,455,2,4,5,1,1.681,8,.,12,2,0,0.81794,0.82414,0.81794
"McIlroy, Rory",2016,5,455,2,4,5,1,1.681,8,.,12,2,-1,0.99495,0.99516,0.99495
"McIlroy, Rory",2016,6,180,2,3,3,0,1.681,8,.,12,2,3,0.00274,0.00286,0.00274
"McIlroy, Rory",2016,6,180,2,3,3,0,1.681,8,.,12,2,2,0.02177,0.02269,0.02177
"McIlroy, Rory",2016,6,180,2,3,3,0,1.681,8,.,12,2,1,0.20783,0.21487,0.20783
"McIlroy, Rory",2016,6,180,2,3,3,0,1.681,8,.,12,2,0,0.86243,0.86736,0.86243
"McIlroy, Rory",2016,6,180,2,3,3,0,1.681,8,.,12,2,-1,0.99638,0.99653,0.99638
"McIlroy, Rory",2016,7,450,2,4,4,0,1.681,8,.,12,2,3,0.00502,0.00523,0.00502
"McIlroy, Rory",2016,7,450,2,4,4,0,1.681,8,.,12,2,2,0.03924,0.04086,0.03924
"McIlroy, Rory",2016,7,450,2,4,4,0,1.681,8,.,12,2,1,0.32497,0.33429,0.32497
"McIlroy, Rory",2016,7,450,2,4,4,0,1.681,8,.,12,2,0,0.92002,0.92307,0.92002
"McIlroy, Rory",2016,7,450,2,4,4,0,1.681,8,.,12,2,-1,0.99802,0.9981,0.99802
"McIlroy, Rory",2016,8,570,2,5,5,0,1.681,8,.,12,2,3,0.00042,0.00044,0.00042
"McIlroy, Rory",2016,8,570,2,5,5,0,1.681,8,.,12,2,2,0.00342,0.00357,0.00342
"McIlroy, Rory",2016,8,570,2,5,5,0,1.681,8,.,12,2,1,0.03887,0.04048,0.03887
"McIlroy, Rory",2016,8,570,2,5,5,0,1.681,8,.,12,2,0,0.49148,0.50203,0.49148
"McIlroy, Rory",2016,8,570,2,5,5,0,1.681,8,.,12,2,-1,0.97695,0.97788,0.97695
"McIlroy, Rory",2016,9,460,2,4,4,0,1.681,8,.,12,2,3,0.00192,0.002,0.00192
"McIlroy, Rory",2016,9,460,2,4,4,0,1.681,8,.,12,2,2,0.01534,0.01599,0.01534
"McIlroy, Rory",2016,9,460,2,4,4,0,1.681,8,.,12,2,1,0.15516,0.16078,0.15516
"McIlroy, Rory",2016,9,460,2,4,4,0,1.681,8,.,12,2,0,0.81442,0.82072,0.81442
"McIlroy, Rory",2016,9,460,2,4,4,0,1.681,8,.,12,2,-1,0.99483,0.99504,0.99483
"McIlroy, Rory",2016,10,495,2,4,4,0,1.681,8,.,12,2,3,0.00245,0.00255,0.00245
"McIlroy, Rory",2016,10,495,2,4,4,0,1.681,8,.,12,2,2,0.01949,0.02031,0.01949
"McIlroy, Rory",2016,10,495,2,4,4,0,1.681,8,.,12,2,1,0.18984,0.19642,0.18984
"McIlroy, Rory",2016,10,495,2,4,4,0,1.681,8,.,12,2,0,0.84847,0.85382,0.84847
"McIlroy, Rory",2016,10,495,2,4,4,0,1.681,8,.,12,2,-1,0.99594,0.99611,0.99594
"McIlroy, Rory",2016,11,505,2,4,5,1,1.681,8,.,12,2,3,0.00486,0.00507,0.00486
"McIlroy, Rory",2016,11,505,2,4,5,1,1.681,8,.,12,2,2,0.03809,0.03967,0.03809
"McIlroy, Rory",2016,11,505,2,4,5,1,1.681,8,.,12,2,1,0.31825,0.32748,0.31825
"McIlroy, Rory",2016,11,505,2,4,5,1,1.681,8,.,12,2,0,0.91773,0.92086,0.91773
"McIlroy, Rory",2016,11,505,2,4,5,1,1.681,8,.,12,2,-1,0.99796,0.99804,0.99796
"McIlroy, Rory",2016,12,155,2,3,3,0,1.681,8,.,12,2,3,0.00206,0.00214,0.00206
"McIlroy, Rory",2016,12,155,2,3,3,0,1.681,8,.,12,2,2,0.01641,0.01711,0.01641
"McIlroy, Rory",2016,12,155,2,3,3,0,1.681,8,.,12,2,1,0.16439,0.17027,0.16439
"McIlroy, Rory",2016,12,155,2,3,3,0,1.681,8,.,12,2,0,0.82459,0.83061,0.82459
"McIlroy, Rory",2016,12,155,2,3,3,0,1.681,8,.,12,2,-1,0.99517,0.99537,0.99517
"McIlroy, Rory",2016,13,510,2,5,4,-1,1.681,8,.,12,2,3,0.00035,0.00037,0.00035
"McIlroy, Rory",2016,13,510,2,5,4,-1,1.681,8,.,12,2,2,0.00283,0.00295,0.00283
"McIlroy, Rory",2016,13,510,2,5,4,-1,1.681,8,.,12,2,1,0.03237,0.03372,0.03237
"McIlroy, Rory",2016,13,510,2,5,4,-1,1.681,8,.,12,2,0,0.44425,0.45469,0.44425
"McIlroy, Rory",2016,13,510,2,5,4,-1,1.681,8,.,12,2,-1,0.97226,0.97338,0.97226
"McIlroy, Rory",2016,14,440,2,4,4,0,1.681,8,.,12,2,3,0.00221,0.0023,0.00221
"McIlroy, Rory",2016,14,440,2,4,4,0,1.681,8,.,12,2,2,0.01762,0.01837,0.01762
"McIlroy, Rory",2016,14,440,2,4,4,0,1.681,8,.,12,2,1,0.17456,0.18072,0.17456
"McIlroy, Rory",2016,14,440,2,4,4,0,1.681,8,.,12,2,0,0.8348,0.84054,0.8348
"McIlroy, Rory",2016,14,440,2,4,4,0,1.681,8,.,12,2,-1,0.99551,0.99569,0.99551
"McIlroy, Rory",2016,15,530,2,5,4,-1,1.681,8,.,12,2,3,0.00044,0.00046,0.00044
"McIlroy, Rory",2016,15,530,2,5,4,-1,1.681,8,.,12,2,2,0.00358,0.00373,0.00358
"McIlroy, Rory",2016,15,530,2,5,4,-1,1.681,8,.,12,2,1,0.04059,0.04226,0.04059
"McIlroy, Rory",2016,15,530,2,5,4,-1,1.681,8,.,12,2,0,0.50271,0.51326,0.50271
"McIlroy, Rory",2016,15,530,2,5,4,-1,1.681,8,.,12,2,-1,0.97794,0.97883,0.97794
"McIlroy, Rory",2016,16,170,2,3,2,-1,1.681,8,.,12,2,3,0.00173,0.0018,0.00173
"McIlroy, Rory",2016,16,170,2,3,2,-1,1.681,8,.,12,2,2,0.01383,0.01442,0.01383
"McIlroy, Rory",2016,16,170,2,3,2,-1,1.681,8,.,12,2,1,0.14189,0.1471,0.14189
"McIlroy, Rory",2016,16,170,2,3,2,-1,1.681,8,.,12,2,0,0.79802,0.80474,0.79802
"McIlroy, Rory",2016,16,170,2,3,2,-1,1.681,8,.,12,2,-1,0.99426,0.9945,0.99426
"McIlroy, Rory",2016,17,440,2,4,4,0,1.681,8,.,12,2,3,0.00114,0.00119,0.00114
"McIlroy, Rory",2016,17,440,2,4,4,0,1.681,8,.,12,2,2,0.00914,0.00953,0.00914
"McIlroy, Rory",2016,17,440,2,4,4,0,1.681,8,.,12,2,1,0.09806,0.10186,0.09806
"McIlroy, Rory",2016,17,440,2,4,4,0,1.681,8,.,12,2,0,0.72207,0.73046,0.72207
"McIlroy, Rory",2016,17,440,2,4,4,0,1.681,8,.,12,2,-1,0.9913,0.99166,0.9913
"McIlroy, Rory",2016,18,465,2,4,4,0,1.681,8,.,12,2,3,0.0012,0.00125,0.0012
"McIlroy, Rory",2016,18,465,2,4,4,0,1.681,8,.,12,2,2,0.00965,0.01007,0.00965
"McIlroy, Rory",2016,18,465,2,4,4,0,1.681,8,.,12,2,1,0.10306,0.10703,0.10306
"McIlroy, Rory",2016,18,465,2,4,4,0,1.681,8,.,12,2,0,0.73303,0.74121,0.73303
"McIlroy, Rory",2016,18,465,2,4,4,0,1.681,8,.,12,2,-1,0.99176,0.9921,0.99176
"McIlroy, Rory",2016,1,445,3,4,4,0,1.681,8,.,12,2,3,0.00384,0.00401,0.00384
"McIlroy, Rory",2016,1,445,3,4,4,0,1.681,8,.,12,2,2,0.03029,0.03155,0.03029
"McIlroy, Rory",2016,1,445,3,4,4,0,1.681,8,.,12,2,1,0.26911,0.2775,0.26911
"McIlroy, Rory",2016,1,445,3,4,4,0,1.681,8,.,12,2,0,0.89794,0.90175,0.89794
"McIlroy, Rory",2016,1,445,3,4,4,0,1.681,8,.,12,2,-1,0.99741,0.99752,0.99741
"McIlroy, Rory",2016,2,575,3,5,5,0,1.681,8,.,12,2,3,0.00049,0.00051,0.00049
"McIlroy, Rory",2016,2,575,3,5,5,0,1.681,8,.,12,2,2,0.00394,0.00411,0.00394
"McIlroy, Rory",2016,2,575,3,5,5,0,1.681,8,.,12,2,1,0.04453,0.04636,0.04453
"McIlroy, Rory",2016,2,575,3,5,5,0,1.681,8,.,12,2,0,0.52688,0.53739,0.52688
"McIlroy, Rory",2016,2,575,3,5,5,0,1.681,8,.,12,2,-1,0.97993,0.98075,0.97993
"McIlroy, Rory",2016,3,350,3,4,5,1,1.681,8,.,12,2,3,0.00054,0.00057,0.00054
"McIlroy, Rory",2016,3,350,3,4,5,1,1.681,8,.,12,2,2,0.00439,0.00458,0.00439
"McIlroy, Rory",2016,3,350,3,4,5,1,1.681,8,.,12,2,1,0.04941,0.05144,0.04941
"McIlroy, Rory",2016,3,350,3,4,5,1,1.681,8,.,12,2,0,0.554,0.5644,0.554
"McIlroy, Rory",2016,3,350,3,4,5,1,1.681,8,.,12,2,-1,0.98197,0.98271,0.98197
"McIlroy, Rory",2016,4,240,3,3,3,0,1.681,8,.,12,2,3,0.00455,0.00474,0.00455
"McIlroy, Rory",2016,4,240,3,3,3,0,1.681,8,.,12,2,2,0.0357,0.03718,0.0357
"McIlroy, Rory",2016,4,240,3,3,3,0,1.681,8,.,12,2,1,0.30379,0.3128,0.30379
"McIlroy, Rory",2016,4,240,3,3,3,0,1.681,8,.,12,2,0,0.91249,0.9158,0.91249
"McIlroy, Rory",2016,4,240,3,3,3,0,1.681,8,.,12,2,-1,0.99782,0.99791,0.99782
"McIlroy, Rory",2016,5,455,3,4,4,0,1.681,8,.,12,2,3,0.00359,0.00374,0.00359
"McIlroy, Rory",2016,5,455,3,4,4,0,1.681,8,.,12,2,2,0.02835,0.02953,0.02835
"McIlroy, Rory",2016,5,455,3,4,4,0,1.681,8,.,12,2,1,0.25588,0.264,0.25588
"McIlroy, Rory",2016,5,455,3,4,4,0,1.681,8,.,12,2,0,0.89151,0.89552,0.89151
"McIlroy, Rory",2016,5,455,3,4,4,0,1.681,8,.,12,2,-1,0.99723,0.99735,0.99723
"McIlroy, Rory",2016,6,180,3,3,3,0,1.681,8,.,12,2,3,0.00135,0.00141,0.00135
"McIlroy, Rory",2016,6,180,3,3,3,0,1.681,8,.,12,2,2,0.01082,0.01128,0.01082
"McIlroy, Rory",2016,6,180,3,3,3,0,1.681,8,.,12,2,1,0.11423,0.11857,0.11423
"McIlroy, Rory",2016,6,180,3,3,3,0,1.681,8,.,12,2,0,0.755,0.76273,0.755
"McIlroy, Rory",2016,6,180,3,3,3,0,1.681,8,.,12,2,-1,0.99265,0.99296,0.99265
"McIlroy, Rory",2016,7,450,3,4,5,1,1.681,8,.,12,2,3,0.00337,0.00352,0.00337
"McIlroy, Rory",2016,7,450,3,4,5,1,1.681,8,.,12,2,2,0.02668,0.0278,0.02668
"McIlroy, Rory",2016,7,450,3,4,5,1,1.681,8,.,12,2,1,0.24422,0.2521,0.24422
"McIlroy, Rory",2016,7,450,3,4,5,1,1.681,8,.,12,2,0,0.88534,0.88956,0.88534
"McIlroy, Rory",2016,7,450,3,4,5,1,1.681,8,.,12,2,-1,0.99706,0.99718,0.99706
"McIlroy, Rory",2016,8,570,3,5,5,0,1.681,8,.,12,2,3,0.00051,0.00053,0.00051
"McIlroy, Rory",2016,8,570,3,5,5,0,1.681,8,.,12,2,2,0.00411,0.00429,0.00411
"McIlroy, Rory",2016,8,570,3,5,5,0,1.681,8,.,12,2,1,0.04643,0.04834,0.04643
"McIlroy, Rory",2016,8,570,3,5,5,0,1.681,8,.,12,2,0,0.5378,0.54828,0.5378
"McIlroy, Rory",2016,8,570,3,5,5,0,1.681,8,.,12,2,-1,0.98078,0.98156,0.98078
"McIlroy, Rory",2016,9,460,3,4,4,0,1.681,8,.,12,2,3,0.00182,0.0019,0.00182
"McIlroy, Rory",2016,9,460,3,4,4,0,1.681,8,.,12,2,2,0.01458,0.0152,0.01458
"McIlroy, Rory",2016,9,460,3,4,4,0,1.681,8,.,12,2,1,0.14848,0.1539,0.14848
"McIlroy, Rory",2016,9,460,3,4,4,0,1.681,8,.,12,2,0,0.80645,0.81296,0.80645
"McIlroy, Rory",2016,9,460,3,4,4,0,1.681,8,.,12,2,-1,0.99456,0.99478,0.99456
"McIlroy, Rory",2016,10,495,3,4,5,1,1.681,8,.,12,2,3,0.00258,0.00269,0.00258
"McIlroy, Rory",2016,10,495,3,4,5,1,1.681,8,.,12,2,2,0.02054,0.0214,0.02054
"McIlroy, Rory",2016,10,495,3,4,5,1,1.681,8,.,12,2,1,0.19817,0.20496,0.19817
"McIlroy, Rory",2016,10,495,3,4,5,1,1.681,8,.,12,2,0,0.85519,0.86034,0.85519
"McIlroy, Rory",2016,10,495,3,4,5,1,1.681,8,.,12,2,-1,0.99615,0.99631,0.99615
"McIlroy, Rory",2016,11,505,3,4,6,2,1.681,8,.,12,2,3,0.00226,0.00235,0.00226
"McIlroy, Rory",2016,11,505,3,4,6,2,1.681,8,.,12,2,2,0.01799,0.01875,0.01799
"McIlroy, Rory",2016,11,505,3,4,6,2,1.681,8,.,12,2,1,0.1776,0.18385,0.1776
"McIlroy, Rory",2016,11,505,3,4,6,2,1.681,8,.,12,2,0,0.83767,0.84333,0.83767
"McIlroy, Rory",2016,11,505,3,4,6,2,1.681,8,.,12,2,-1,0.9956,0.99578,0.9956
"McIlroy, Rory",2016,12,155,3,3,3,0,1.681,8,.,12,2,3,0.00142,0.00148,0.00142
"McIlroy, Rory",2016,12,155,3,3,3,0,1.681,8,.,12,2,2,0.01137,0.01185,0.01137
"McIlroy, Rory",2016,12,155,3,3,3,0,1.681,8,.,12,2,1,0.11935,0.12386,0.11935
"McIlroy, Rory",2016,12,155,3,3,3,0,1.681,8,.,12,2,0,0.76407,0.7716,0.76407
"McIlroy, Rory",2016,12,155,3,3,3,0,1.681,8,.,12,2,-1,0.99301,0.9933,0.99301
"McIlroy, Rory",2016,13,510,3,5,5,0,1.681,8,.,12,2,3,0.00024,0.00025,0.00024
"McIlroy, Rory",2016,13,510,3,5,5,0,1.681,8,.,12,2,2,0.00196,0.00204,0.00196
"McIlroy, Rory",2016,13,510,3,5,5,0,1.681,8,.,12,2,1,0.0226,0.02355,0.0226
"McIlroy, Rory",2016,13,510,3,5,5,0,1.681,8,.,12,2,0,0.3559,0.36563,0.3559
"McIlroy, Rory",2016,13,510,3,5,5,0,1.681,8,.,12,2,-1,0.96037,0.96194,0.96037
"McIlroy, Rory",2016,14,440,3,4,4,0,1.681,8,.,12,2,3,0.00202,0.0021,0.00202
"McIlroy, Rory",2016,14,440,3,4,4,0,1.681,8,.,12,2,2,0.01611,0.01679,0.01611
"McIlroy, Rory",2016,14,440,3,4,4,0,1.681,8,.,12,2,1,0.16176,0.16756,0.16176
"McIlroy, Rory",2016,14,440,3,4,4,0,1.681,8,.,12,2,0,0.82178,0.82788,0.82178
"McIlroy, Rory",2016,14,440,3,4,4,0,1.681,8,.,12,2,-1,0.99508,0.99528,0.99508
"McIlroy, Rory",2016,15,530,3,5,5,0,1.681,8,.,12,2,3,0.00063,0.00066,0.00063
"McIlroy, Rory",2016,15,530,3,5,5,0,1.681,8,.,12,2,2,0.00509,0.00531,0.00509
"McIlroy, Rory",2016,15,530,3,5,5,0,1.681,8,.,12,2,1,0.05688,0.05919,0.05688
"McIlroy, Rory",2016,15,530,3,5,5,0,1.681,8,.,12,2,0,0.59035,0.60052,0.59035
"McIlroy, Rory",2016,15,530,3,5,5,0,1.681,8,.,12,2,-1,0.98442,0.98506,0.98442
"McIlroy, Rory",2016,16,170,3,3,3,0,1.681,8,.,12,2,3,0.00134,0.00139,0.00134
"McIlroy, Rory",2016,16,170,3,3,3,0,1.681,8,.,12,2,2,0.01073,0.01118,0.01073
"McIlroy, Rory",2016,16,170,3,3,3,0,1.681,8,.,12,2,1,0.11334,0.11765,0.11334
"McIlroy, Rory",2016,16,170,3,3,3,0,1.681,8,.,12,2,0,0.75335,0.76111,0.75335
"McIlroy, Rory",2016,16,170,3,3,3,0,1.681,8,.,12,2,-1,0.99259,0.99289,0.99259
"McIlroy, Rory",2016,17,440,3,4,4,0,1.681,8,.,12,2,3,0.00513,0.00535,0.00513
"McIlroy, Rory",2016,17,440,3,4,4,0,1.681,8,.,12,2,2,0.04006,0.04172,0.04006
"McIlroy, Rory",2016,17,440,3,4,4,0,1.681,8,.,12,2,1,0.32975,0.33915,0.32975
"McIlroy, Rory",2016,17,440,3,4,4,0,1.681,8,.,12,2,0,0.92161,0.9246,0.92161
"McIlroy, Rory",2016,17,440,3,4,4,0,1.681,8,.,12,2,-1,0.99806,0.99814,0.99806
"McIlroy, Rory",2016,18,465,3,4,4,0,1.681,8,.,12,2,3,0.00455,0.00475,0.00455
"McIlroy, Rory",2016,18,465,3,4,4,0,1.681,8,.,12,2,2,0.03573,0.03722,0.03573
"McIlroy, Rory",2016,18,465,3,4,4,0,1.681,8,.,12,2,1,0.30402,0.31302,0.30402
"McIlroy, Rory",2016,18,465,3,4,4,0,1.681,8,.,12,2,0,0.91257,0.91588,0.91257
"McIlroy, Rory",2016,18,465,3,4,4,0,1.681,8,.,12,2,-1,0.99782,0.99791,0.99782
"McIlroy, Rory",2016,1,445,4,4,5,1,1.681,8,.,12,2,3,0.00259,0.00271,0.00259
"McIlroy, Rory",2016,1,445,4,4,5,1,1.681,8,.,12,2,2,0.02063,0.02151,0.02063
"McIlroy, Rory",2016,1,445,4,4,5,1,1.681,8,.,12,2,1,0.19895,0.20576,0.19895
"McIlroy, Rory",2016,1,445,4,4,5,1,1.681,8,.,12,2,0,0.8558,0.86093,0.8558
"McIlroy, Rory",2016,1,445,4,4,5,1,1.681,8,.,12,2,-1,0.99617,0.99633,0.99617
"McIlroy, Rory",2016,2,575,4,5,5,0,1.681,8,.,12,2,3,0.00035,0.00036,0.00035
"McIlroy, Rory",2016,2,575,4,5,5,0,1.681,8,.,12,2,2,0.0028,0.00292,0.0028
"McIlroy, Rory",2016,2,575,4,5,5,0,1.681,8,.,12,2,1,0.03208,0.03342,0.03208
"McIlroy, Rory",2016,2,575,4,5,5,0,1.681,8,.,12,2,0,0.44197,0.45241,0.44197
"McIlroy, Rory",2016,2,575,4,5,5,0,1.681,8,.,12,2,-1,0.97202,0.97314,0.97202
"McIlroy, Rory",2016,3,350,4,4,3,-1,1.681,8,.,12,2,3,0.00191,0.002,0.00191
"McIlroy, Rory",2016,3,350,4,4,3,-1,1.681,8,.,12,2,2,0.01529,0.01594,0.01529
"McIlroy, Rory",2016,3,350,4,4,3,-1,1.681,8,.,12,2,1,0.15471,0.16031,0.15471
"McIlroy, Rory",2016,3,350,4,4,3,-1,1.681,8,.,12,2,0,0.8139,0.82021,0.8139
"McIlroy, Rory",2016,3,350,4,4,3,-1,1.681,8,.,12,2,-1,0.99481,0.99503,0.99481
"McIlroy, Rory",2016,4,240,4,3,4,1,1.681,8,.,12,2,3,0.00266,0.00278,0.00266
"McIlroy, Rory",2016,4,240,4,3,4,1,1.681,8,.,12,2,2,0.02117,0.02207,0.02117
"McIlroy, Rory",2016,4,240,4,3,4,1,1.681,8,.,12,2,1,0.20318,0.2101,0.20318
"McIlroy, Rory",2016,4,240,4,3,4,1,1.681,8,.,12,2,0,0.85902,0.86405,0.85902
"McIlroy, Rory",2016,4,240,4,3,4,1,1.681,8,.,12,2,-1,0.99627,0.99643,0.99627
"McIlroy, Rory",2016,5,455,4,4,5,1,1.681,8,.,12,2,3,0.00265,0.00277,0.00265
"McIlroy, Rory",2016,5,455,4,4,5,1,1.681,8,.,12,2,2,0.0211,0.02199,0.0211
"McIlroy, Rory",2016,5,455,4,4,5,1,1.681,8,.,12,2,1,0.2026,0.2095,0.2026
"McIlroy, Rory",2016,5,455,4,4,5,1,1.681,8,.,12,2,0,0.85858,0.86363,0.85858
"McIlroy, Rory",2016,5,455,4,4,5,1,1.681,8,.,12,2,-1,0.99626,0.99641,0.99626
"McIlroy, Rory",2016,6,180,4,3,3,0,1.681,8,.,12,2,3,0.00249,0.0026,0.00249
"McIlroy, Rory",2016,6,180,4,3,3,0,1.681,8,.,12,2,2,0.01986,0.0207,0.01986
"McIlroy, Rory",2016,6,180,4,3,3,0,1.681,8,.,12,2,1,0.19277,0.19943,0.19277
"McIlroy, Rory",2016,6,180,4,3,3,0,1.681,8,.,12,2,0,0.85089,0.85617,0.85089
"McIlroy, Rory",2016,6,180,4,3,3,0,1.681,8,.,12,2,-1,0.99602,0.99618,0.99602
"McIlroy, Rory",2016,7,450,4,4,3,-1,1.681,8,.,12,2,3,0.00219,0.00228,0.00219
"McIlroy, Rory",2016,7,450,4,4,3,-1,1.681,8,.,12,2,2,0.01746,0.0182,0.01746
"McIlroy, Rory",2016,7,450,4,4,3,-1,1.681,8,.,12,2,1,0.17318,0.17931,0.17318
"McIlroy, Rory",2016,7,450,4,4,3,-1,1.681,8,.,12,2,0,0.83348,0.83925,0.83348
"McIlroy, Rory",2016,7,450,4,4,3,-1,1.681,8,.,12,2,-1,0.99546,0.99565,0.99546
"McIlroy, Rory",2016,8,570,4,5,4,-1,1.681,8,.,12,2,3,0.00036,0.00038,0.00036
"McIlroy, Rory",2016,8,570,4,5,4,-1,1.681,8,.,12,2,2,0.00291,0.00304,0.00291
"McIlroy, Rory",2016,8,570,4,5,4,-1,1.681,8,.,12,2,1,0.0333,0.03469,0.0333
"McIlroy, Rory",2016,8,570,4,5,4,-1,1.681,8,.,12,2,0,0.45152,0.46199,0.45152
"McIlroy, Rory",2016,8,570,4,5,4,-1,1.681,8,.,12,2,-1,0.97305,0.97413,0.97305
"McIlroy, Rory",2016,9,460,4,4,4,0,1.681,8,.,12,2,3,0.00307,0.0032,0.00307
"McIlroy, Rory",2016,9,460,4,4,4,0,1.681,8,.,12,2,2,0.02433,0.02535,0.02433
"McIlroy, Rory",2016,9,460,4,4,4,0,1.681,8,.,12,2,1,0.22714,0.23464,0.22714
"McIlroy, Rory",2016,9,460,4,4,4,0,1.681,8,.,12,2,0,0.87536,0.87989,0.87536
"McIlroy, Rory",2016,9,460,4,4,4,0,1.681,8,.,12,2,-1,0.99676,0.9969,0.99676
"McIlroy, Rory",2016,10,495,4,4,5,1,1.681,8,.,12,2,3,0.00193,0.00201,0.00193
"McIlroy, Rory",2016,10,495,4,4,5,1,1.681,8,.,12,2,2,0.01542,0.01608,0.01542
"McIlroy, Rory",2016,10,495,4,4,5,1,1.681,8,.,12,2,1,0.15588,0.16152,0.15588
"McIlroy, Rory",2016,10,495,4,4,5,1,1.681,8,.,12,2,0,0.81525,0.82153,0.81525
"McIlroy, Rory",2016,10,495,4,4,5,1,1.681,8,.,12,2,-1,0.99486,0.99507,0.99486
"McIlroy, Rory",2016,11,505,4,4,5,1,1.681,8,.,12,2,3,0.00233,0.00243,0.00233
"McIlroy, Rory",2016,11,505,4,4,5,1,1.681,8,.,12,2,2,0.01856,0.01935,0.01856
"McIlroy, Rory",2016,11,505,4,4,5,1,1.681,8,.,12,2,1,0.18229,0.18866,0.18229
"McIlroy, Rory",2016,11,505,4,4,5,1,1.681,8,.,12,2,0,0.84194,0.84748,0.84194
"McIlroy, Rory",2016,11,505,4,4,5,1,1.681,8,.,12,2,-1,0.99574,0.99591,0.99574
"McIlroy, Rory",2016,12,155,4,3,3,0,1.681,8,.,12,2,3,0.00233,0.00243,0.00233
"McIlroy, Rory",2016,12,155,4,3,3,0,1.681,8,.,12,2,2,0.01853,0.01931,0.01853
"McIlroy, Rory",2016,12,155,4,3,3,0,1.681,8,.,12,2,1,0.18203,0.1884,0.18203
"McIlroy, Rory",2016,12,155,4,3,3,0,1.681,8,.,12,2,0,0.84172,0.84726,0.84172
"McIlroy, Rory",2016,12,155,4,3,3,0,1.681,8,.,12,2,-1,0.99573,0.99591,0.99573
"McIlroy, Rory",2016,13,510,4,5,4,-1,1.681,8,.,12,2,3,0.00021,0.00022,0.00021
"McIlroy, Rory",2016,13,510,4,5,4,-1,1.681,8,.,12,2,2,0.00167,0.00174,0.00167
"McIlroy, Rory",2016,13,510,4,5,4,-1,1.681,8,.,12,2,1,0.01936,0.02018,0.01936
"McIlroy, Rory",2016,13,510,4,5,4,-1,1.681,8,.,12,2,0,0.32059,0.32985,0.32059
"McIlroy, Rory",2016,13,510,4,5,4,-1,1.681,8,.,12,2,-1,0.9539,0.95572,0.9539
"McIlroy, Rory",2016,14,440,4,4,3,-1,1.681,8,.,12,2,3,0.00094,0.00099,0.00094
"McIlroy, Rory",2016,14,440,4,4,3,-1,1.681,8,.,12,2,2,0.0076,0.00792,0.0076
"McIlroy, Rory",2016,14,440,4,4,3,-1,1.681,8,.,12,2,1,0.08279,0.08605,0.08279
"McIlroy, Rory",2016,14,440,4,4,3,-1,1.681,8,.,12,2,0,0.68323,0.6923,0.68323
"McIlroy, Rory",2016,14,440,4,4,3,-1,1.681,8,.,12,2,-1,0.98954,0.98997,0.98954
"McIlroy, Rory",2016,15,530,4,5,4,-1,1.681,8,.,12,2,3,0.00013,0.00014,0.00013
"McIlroy, Rory",2016,15,530,4,5,4,-1,1.681,8,.,12,2,2,0.00106,0.00111,0.00106
"McIlroy, Rory",2016,15,530,4,5,4,-1,1.681,8,.,12,2,1,0.0124,0.01293,0.0124
"McIlroy, Rory",2016,15,530,4,5,4,-1,1.681,8,.,12,2,0,0.23082,0.2384,0.23082
"McIlroy, Rory",2016,15,530,4,5,4,-1,1.681,8,.,12,2,-1,0.92938,0.9321,0.92938
"McIlroy, Rory",2016,16,170,4,3,4,1,1.681,8,.,12,2,3,0.00132,0.00138,0.00132
"McIlroy, Rory",2016,16,170,4,3,4,1,1.681,8,.,12,2,2,0.0106,0.01106,0.0106
"McIlroy, Rory",2016,16,170,4,3,4,1,1.681,8,.,12,2,1,0.11216,0.11643,0.11216
"McIlroy, Rory",2016,16,170,4,3,4,1,1.681,8,.,12,2,0,0.75116,0.75896,0.75116
"McIlroy, Rory",2016,16,170,4,3,4,1,1.681,8,.,12,2,-1,0.9925,0.99281,0.9925
"McIlroy, Rory",2016,17,440,4,4,4,0,1.681,8,.,12,2,3,0.00257,0.00268,0.00257
"McIlroy, Rory",2016,17,440,4,4,4,0,1.681,8,.,12,2,2,0.02041,0.02127,0.02041
"McIlroy, Rory",2016,17,440,4,4,4,0,1.681,8,.,12,2,1,0.19719,0.20396,0.19719
"McIlroy, Rory",2016,17,440,4,4,4,0,1.681,8,.,12,2,0,0.85442,0.8596,0.85442
"McIlroy, Rory",2016,17,440,4,4,4,0,1.681,8,.,12,2,-1,0.99613,0.99629,0.99613
"McIlroy, Rory",2016,18,465,4,4,3,-1,1.681,8,.,12,2,3,0.00225,0.00235,0.00225
"McIlroy, Rory",2016,18,465,4,4,3,-1,1.681,8,.,12,2,2,0.01797,0.01873,0.01797
"McIlroy, Rory",2016,18,465,4,4,3,-1,1.681,8,.,12,2,1,0.17746,0.1837,0.17746
"McIlroy, Rory",2016,18,465,4,4,3,-1,1.681,8,.,12,2,0,0.83754,0.8432,0.83754
"McIlroy, Rory",2016,18,465,4,4,3,-1,1.681,8,.,12,2,-1,0.9956,0.99578,0.9956
"Merritt, Troy",2016,1,445,1,4,5,1,-0.364,1,.,12,1,3,.,0.00441,0.00441
