name,year,hole,yardage,round,par,score,rtp_score,fairway,green,bunker,sand_save,scrambling,putts,par3,par4,par5,sg_approach,sg_around,sg_tee,sg_putt,sg_total,total_score,no_holes,avg_round_score,rank,no_masters,OWGR_april,OWGR_feb,rtp_score_grouped,time,round_hole,round_hole_time,round_year,no_masters_category,performance_by_par,OWGR_change,Level,P(w/ player effects),P(w/o player effects)
"Reed, Patrick",2016,7,450,4,4,4,0,1,0,1,1,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,28,364,8064,2,4.02,0.1333,1,0.19604,0.19451
"Reed, Patrick",2016,7,450,4,4,4,0,1,0,1,1,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,28,364,8064,2,4.02,0.1333,0,0.84186,0.84056
"Reed, Patrick",2016,7,450,4,4,4,0,1,0,1,1,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,28,364,8064,2,4.02,0.1333,-1,0.99551,0.99546
"Reed, Patrick",2016,8,570,4,5,4,-1,1,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,32,416,8064,2,4.57,0.1333,2,0.00563,0.00558
"Reed, Patrick",2016,8,570,4,5,4,-1,1,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,32,416,8064,2,4.57,0.1333,1,0.06057,0.06002
"Reed, Patrick",2016,8,570,4,5,4,-1,1,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,32,416,8064,2,4.57,0.1333,0,0.58466,0.58229
"Reed, Patrick",2016,8,570,4,5,4,-1,1,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,32,416,8064,2,4.57,0.1333,-1,0.98321,0.98305
"Reed, Patrick",2016,9,460,4,4,5,1,1,1,0,0,-1,3,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,36,468,8064,2,4.02,0.1333,2,0.0171,0.01694
"Reed, Patrick",2016,9,460,4,4,5,1,1,1,0,0,-1,3,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,36,468,8064,2,4.02,0.1333,1,0.16527,0.16393
"Reed, Patrick",2016,9,460,4,4,5,1,1,1,0,0,-1,3,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,36,468,8064,2,4.02,0.1333,0,0.81212,0.81062
"Reed, Patrick",2016,9,460,4,4,5,1,1,1,0,0,-1,3,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,36,468,8064,2,4.02,0.1333,-1,0.99447,0.99442
"Reed, Patrick",2016,10,495,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,40,520,8064,2,4.02,0.1333,2,0.02416,0.02393
"Reed, Patrick",2016,10,495,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,40,520,8064,2,4.02,0.1333,1,0.21981,0.21814
"Reed, Patrick",2016,10,495,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,40,520,8064,2,4.02,0.1333,0,0.86016,0.85898
"Reed, Patrick",2016,10,495,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,40,520,8064,2,4.02,0.1333,-1,0.99611,0.99607
"Reed, Patrick",2016,11,505,4,4,4,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,44,572,8064,2,4.02,0.1333,2,0.03258,0.03228
"Reed, Patrick",2016,11,505,4,4,4,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,44,572,8064,2,4.02,0.1333,1,0.27706,0.27511
"Reed, Patrick",2016,11,505,4,4,4,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,44,572,8064,2,4.02,0.1333,0,0.89324,0.89231
"Reed, Patrick",2016,11,505,4,4,4,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,44,572,8064,2,4.02,0.1333,-1,0.99714,0.99711
"Reed, Patrick",2016,12,155,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,48,624,8064,2,3.02,0.1333,2,0.01865,0.01847
"Reed, Patrick",2016,12,155,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,48,624,8064,2,3.02,0.1333,1,0.17778,0.17636
"Reed, Patrick",2016,12,155,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,48,624,8064,2,3.02,0.1333,0,0.82519,0.82377
"Reed, Patrick",2016,12,155,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,48,624,8064,2,3.02,0.1333,-1,0.99493,0.99489
"Reed, Patrick",2016,13,510,4,5,5,0,1,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,52,676,8064,2,4.57,0.1333,2,0.00433,0.00429
"Reed, Patrick",2016,13,510,4,5,5,0,1,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,52,676,8064,2,4.57,0.1333,1,0.04713,0.04669
"Reed, Patrick",2016,13,510,4,5,5,0,1,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,52,676,8064,2,4.57,0.1333,0,0.51918,0.51674
"Reed, Patrick",2016,13,510,4,5,5,0,1,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,52,676,8064,2,4.57,0.1333,-1,0.97823,0.97802
"Reed, Patrick",2016,14,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,56,728,8064,2,4.02,0.1333,2,0.01738,0.01721
"Reed, Patrick",2016,14,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,56,728,8064,2,4.02,0.1333,1,0.16754,0.16618
"Reed, Patrick",2016,14,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,56,728,8064,2,4.02,0.1333,0,0.8146,0.81312
"Reed, Patrick",2016,14,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,56,728,8064,2,4.02,0.1333,-1,0.99456,0.99451
"Reed, Patrick",2016,15,530,4,5,6,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,60,780,8064,2,4.57,0.1333,2,0.00413,0.00409
"Reed, Patrick",2016,15,530,4,5,6,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,60,780,8064,2,4.57,0.1333,1,0.04508,0.04466
"Reed, Patrick",2016,15,530,4,5,6,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,60,780,8064,2,4.57,0.1333,0,0.50755,0.50511
"Reed, Patrick",2016,15,530,4,5,6,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,60,780,8064,2,4.57,0.1333,-1,0.97721,0.977
"Reed, Patrick",2016,16,170,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,64,832,8064,2,3.02,0.1333,2,0.01501,0.01487
"Reed, Patrick",2016,16,170,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,64,832,8064,2,3.02,0.1333,1,0.14778,0.14655
"Reed, Patrick",2016,16,170,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,64,832,8064,2,3.02,0.1333,0,0.79105,0.78943
"Reed, Patrick",2016,16,170,4,3,3,0,0,1,0,0,-1,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,64,832,8064,2,3.02,0.1333,-1,0.99369,0.99363
"Reed, Patrick",2016,17,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,68,884,8064,2,4.02,0.1333,2,0.02054,0.02035
"Reed, Patrick",2016,17,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,68,884,8064,2,4.02,0.1333,1,0.19266,0.19115
"Reed, Patrick",2016,17,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,68,884,8064,2,4.02,0.1333,0,0.83896,0.83764
"Reed, Patrick",2016,17,440,4,4,4,0,0,0,0,0,1,1,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,68,884,8064,2,4.02,0.1333,-1,0.99541,0.99536
"Reed, Patrick",2016,18,465,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,72,936,8064,2,4.02,0.1333,2,0.02289,0.02268
"Reed, Patrick",2016,18,465,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,72,936,8064,2,4.02,0.1333,1,0.2105,0.20888
"Reed, Patrick",2016,18,465,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,72,936,8064,2,4.02,0.1333,0,0.85339,0.85216
"Reed, Patrick",2016,18,465,4,4,5,1,0,0,0,0,0,2,3.02,4.02,4.57,0.158,0.406,0.183,0.28,1.026,300,72,75,49,3,5.0727,4.9394,.,12,72,936,8064,2,4.02,0.1333,-1,0.99589,0.99585
"Rose, Justin",2016,1,445,1,4,3,-1,0,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,1,13,2016,2,4.05,-0.3664,2,0.02776,0.02934
"Rose, Justin",2016,1,445,1,4,3,-1,0,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,1,13,2016,2,4.05,-0.3664,1,0.24525,0.25594
"Rose, Justin",2016,1,445,1,4,3,-1,0,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,1,13,2016,2,4.05,-0.3664,0,0.87645,0.88248
"Rose, Justin",2016,1,445,1,4,3,-1,0,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,1,13,2016,2,4.05,-0.3664,-1,0.99662,0.99681
"Rose, Justin",2016,2,575,1,5,6,1,1,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,2,26,2016,2,4.59,-0.3664,2,0.00481,0.00509
"Rose, Justin",2016,2,575,1,5,6,1,1,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,2,26,2016,2,4.59,-0.3664,1,0.05216,0.05505
"Rose, Justin",2016,2,575,1,5,6,1,1,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,2,26,2016,2,4.59,-0.3664,0,0.54576,0.55983
"Rose, Justin",2016,2,575,1,5,6,1,1,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,2,26,2016,2,4.59,-0.3664,-1,0.98039,0.98145
"Rose, Justin",2016,3,350,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,3,39,2016,2,4.05,-0.3664,2,0.01138,0.01204
"Rose, Justin",2016,3,350,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,3,39,2016,2,4.05,-0.3664,1,0.11584,0.12179
"Rose, Justin",2016,3,350,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,3,39,2016,2,4.05,-0.3664,0,0.74094,0.75172
"Rose, Justin",2016,3,350,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,3,39,2016,2,4.05,-0.3664,-1,0.99167,0.99213
"Rose, Justin",2016,4,240,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,4,52,2016,2,3.03,-0.3664,2,0.02772,0.02929
"Rose, Justin",2016,4,240,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,4,52,2016,2,3.03,-0.3664,1,0.24494,0.25562
"Rose, Justin",2016,4,240,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,4,52,2016,2,3.03,-0.3664,0,0.87627,0.88231
"Rose, Justin",2016,4,240,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,4,52,2016,2,3.03,-0.3664,-1,0.99662,0.9968
"Rose, Justin",2016,5,455,1,4,4,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,5,65,2016,2,4.05,-0.3664,2,0.02214,0.02341
"Rose, Justin",2016,5,455,1,4,4,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,5,65,2016,2,4.05,-0.3664,1,0.20487,0.2143
"Rose, Justin",2016,5,455,1,4,4,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,5,65,2016,2,4.05,-0.3664,0,0.84905,0.85621
"Rose, Justin",2016,5,455,1,4,4,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,5,65,2016,2,4.05,-0.3664,-1,0.99575,0.99598
"Rose, Justin",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,6,78,2016,2,3.03,-0.3664,2,0.01812,0.01916
"Rose, Justin",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,6,78,2016,2,3.03,-0.3664,1,0.17352,0.18183
"Rose, Justin",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,6,78,2016,2,3.03,-0.3664,0,0.8209,0.82911
"Rose, Justin",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,6,78,2016,2,3.03,-0.3664,-1,0.99478,0.99507
"Rose, Justin",2016,7,450,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,7,91,2016,2,4.05,-0.3664,2,0.02125,0.02247
"Rose, Justin",2016,7,450,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,7,91,2016,2,4.05,-0.3664,1,0.19812,0.20732
"Rose, Justin",2016,7,450,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,7,91,2016,2,4.05,-0.3664,0,0.8436,0.85097
"Rose, Justin",2016,7,450,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,7,91,2016,2,4.05,-0.3664,-1,0.99556,0.99581
"Rose, Justin",2016,8,570,1,5,5,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,8,104,2016,2,4.59,-0.3664,2,0.00571,0.00604
"Rose, Justin",2016,8,570,1,5,5,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,8,104,2016,2,4.59,-0.3664,1,0.06133,0.06469
"Rose, Justin",2016,8,570,1,5,5,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,8,104,2016,2,4.59,-0.3664,0,0.58785,0.60157
"Rose, Justin",2016,8,570,1,5,5,0,0,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,8,104,2016,2,4.59,-0.3664,-1,0.98343,0.98433
"Rose, Justin",2016,9,460,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,9,117,2016,2,4.05,-0.3664,2,0.01732,0.01832
"Rose, Justin",2016,9,460,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,9,117,2016,2,4.05,-0.3664,1,0.16709,0.17516
"Rose, Justin",2016,9,460,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,9,117,2016,2,4.05,-0.3664,0,0.81411,0.82257
"Rose, Justin",2016,9,460,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,9,117,2016,2,4.05,-0.3664,-1,0.99454,0.99484
"Rose, Justin",2016,10,495,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,10,130,2016,2,4.05,-0.3664,2,0.02447,0.02587
"Rose, Justin",2016,10,495,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,10,130,2016,2,4.05,-0.3664,1,0.22207,0.23206
"Rose, Justin",2016,10,495,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,10,130,2016,2,4.05,-0.3664,0,0.86173,0.86837
"Rose, Justin",2016,10,495,1,4,3,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,10,130,2016,2,4.05,-0.3664,-1,0.99616,0.99637
"Rose, Justin",2016,11,505,1,4,5,1,0,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,11,143,2016,2,4.05,-0.3664,2,0.033,0.03487
"Rose, Justin",2016,11,505,1,4,5,1,0,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,11,143,2016,2,4.05,-0.3664,1,0.2797,0.29132
"Rose, Justin",2016,11,505,1,4,5,1,0,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,11,143,2016,2,4.05,-0.3664,0,0.89449,0.89974
"Rose, Justin",2016,11,505,1,4,5,1,0,0,0,0,0,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,11,143,2016,2,4.05,-0.3664,-1,0.99717,0.99733
"Rose, Justin",2016,12,155,1,3,3,0,0,0,1,1,1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,12,156,2016,2,3.03,-0.3664,2,0.01889,0.01997
"Rose, Justin",2016,12,155,1,3,3,0,0,0,1,1,1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,12,156,2016,2,3.03,-0.3664,1,0.17971,0.18825
"Rose, Justin",2016,12,155,1,3,3,0,0,0,1,1,1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,12,156,2016,2,3.03,-0.3664,0,0.82707,0.83507
"Rose, Justin",2016,12,155,1,3,3,0,0,0,1,1,1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,12,156,2016,2,3.03,-0.3664,-1,0.995,0.99528
"Rose, Justin",2016,13,510,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,13,169,2016,2,4.59,-0.3664,2,0.00438,0.00464
"Rose, Justin",2016,13,510,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,13,169,2016,2,4.59,-0.3664,1,0.04772,0.05038
"Rose, Justin",2016,13,510,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,13,169,2016,2,4.59,-0.3664,0,0.52246,0.53664
"Rose, Justin",2016,13,510,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,13,169,2016,2,4.59,-0.3664,-1,0.97851,0.97967
"Rose, Justin",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,14,182,2016,2,4.05,-0.3664,2,0.0176,0.01862
"Rose, Justin",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,14,182,2016,2,4.05,-0.3664,1,0.16938,0.17754
"Rose, Justin",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,14,182,2016,2,4.05,-0.3664,0,0.81657,0.82495
"Rose, Justin",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,14,182,2016,2,4.05,-0.3664,-1,0.99463,0.99493
"Rose, Justin",2016,15,530,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,15,195,2016,2,4.59,-0.3664,2,0.00419,0.00443
"Rose, Justin",2016,15,530,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,15,195,2016,2,4.59,-0.3664,1,0.04565,0.0482
"Rose, Justin",2016,15,530,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,15,195,2016,2,4.59,-0.3664,0,0.51083,0.52505
"Rose, Justin",2016,15,530,1,5,4,-1,1,1,0,0,-1,1,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,15,195,2016,2,4.59,-0.3664,-1,0.9775,0.97872
"Rose, Justin",2016,16,170,1,3,4,1,0,1,0,0,-1,3,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,16,208,2016,2,3.03,-0.3664,2,0.01521,0.01608
"Rose, Justin",2016,16,170,1,3,4,1,0,1,0,0,-1,3,3.03,4.05,4.59,0.409,0.237,0.678,-0.197,1.128,289,72,72.25,12,11,5.9509,6.3173,.,12,16,208,2016,2,3.03,-0.3664,1,0.14944,0.15682
