"name","rank","freq","prob"
"Knox, Russell",41,150,0.015
"Wiesberger, Bernd",41,149,0.0149
"Haas, Bill",41,149,0.0149
"Dufner, Jason",41,149,0.0149
"Herman, Jim",41,148,0.0148
"Fitzpatrick, Matthew",41,146,0.0146
"Johnson, Zach",41,146,0.0146
"Taylor, Vaughn",41,146,0.0146
"English, Harris",41,145,0.0145
"Els, Ernie",41,145,0.0145
"Kaufman, Smylie",41,145,0.0145
"An, Byeong Hun",41,144,0.0144
"Kaymer, Martin",41,144,0.0144
"Koepka, Brooks",41,143,0.0143
"Gomez, Fabian",41,143,0.0143
"Wood, Chris",41,143,0.0143
"Merritt, Troy",41,141,0.0141
"Bradley, Keegan",41,141,0.0141
"Lingmerth, David",41,140,0.014
"Jaidee, Thongchai",41,139,0.0139
"McDowell, Graeme",41,136,0.0136
"Singh, Vijay",41,135,0.0135
"Mahan, Hunter",41,134,0.0134
"Streelman, Kevin",41,133,0.0133
"Garcia, Sergio",41,132,0.0132
"Lee, Danny",41,132,0.0132
"Love III, Davis",41,130,0.013
"Thomas, Justin",41,130,0.013
"Langer, Bernhard",41,130,0.013
"Horschel, Billy",41,128,0.0128
"Holmes, J.B.",41,128,0.0128
"Berger, Daniel",41,127,0.0127
"Lowry, Shane",41,125,0.0125
"Kisner, Kevin",41,124,0.0124
"Willett, Danny",41,122,0.0122
"Aphibarnrat, Kiradech",41,121,0.0121
"Streb, Robert",41,121,0.0121
"Leishman, Marc",41,121,0.0121
"Kirk, Chris",41,120,0.012
"Cabrera Bello, Rafa",41,119,0.0119
"Donaldson, Jamie",41,119,0.0119
"Oosthuizen, Louis",41,117,0.0117
"Piercy, Scott",41,117,0.0117
"Smith, Cameron",41,117,0.0117
"Grace, Branden",41,116,0.0116
"Dubuisson, Victor",41,115,0.0115
"Simpson, Webb",41,111,0.0111
"Schwartzel, Charl",41,109,0.0109
"Westwood, Lee",41,106,0.0106
"Hoffman, Charley",41,106,0.0106
"Na, Kevin",41,105,0.0105
"Watson, Bubba",41,102,0.0102
"Moore, Ryan",41,101,0.0101
"Walker, Jimmy",41,100,0.01
"Reed, Patrick",41,99,0.0099
"Stenson, Henrik",41,98,0.0098
"Snedeker, Brandt",41,95,0.0095
"Immelman, Trevor",41,93,0.0093
"Kuchar, Matt",41,88,0.0088
"Matsuyama, Hideki",41,77,0.0077
"Casey, Paul",41,70,0.007
"Fowler, Rickie",41,66,0.0066
"Johnson, Dustin",41,61,0.0061
"McIlroy, Rory",41,60,0.006
"Rose, Justin",41,57,0.0057
"Clarke, Darren",41,54,0.0054
"Scott, Adam",41,42,0.0042
"Day, Jason",41,37,0.0037
"Mickelson, Phil",41,36,0.0036
"Spieth, Jordan",41,36,0.0036
"Bowditch, Steven",41,21,0.0021
"Weir, Mike",41,3,3e-04
"Els, Ernie",42,167,0.0167
"Grillo, Emiliano",42,164,0.0164
"Jaidee, Thongchai",42,162,0.0162
"Taylor, Vaughn",42,159,0.0159
"Bradley, Keegan",42,157,0.0157
"English, Harris",42,156,0.0156
"Fitzpatrick, Matthew",42,156,0.0156
"Lahiri, Anirban",42,155,0.0155
"Love III, Davis",42,155,0.0155
"Wood, Chris",42,155,0.0155
"McDowell, Graeme",42,155,0.0155
"Cabrera, Angel",42,154,0.0154
"Lingmerth, David",42,154,0.0154
"Holmes, J.B.",42,152,0.0152
"Streb, Robert",42,152,0.0152
"Herman, Jim",42,150,0.015
"DeChambeau, Bryson",42,149,0.0149
"Mahan, Hunter",42,148,0.0148
"Wiesberger, Bernd",42,146,0.0146
"An, Byeong Hun",42,146,0.0146
"Merritt, Troy",42,144,0.0144
"Piercy, Scott",42,144,0.0144
"Koepka, Brooks",42,143,0.0143
"Johnson, Zach",42,143,0.0143
"Gomez, Fabian",42,142,0.0142
"Thomas, Justin",42,141,0.0141
"Lowry, Shane",42,140,0.014
"Lee, Danny",42,140,0.014
"Dubuisson, Victor",42,139,0.0139
"Knox, Russell",42,139,0.0139
"Kaufman, Smylie",42,138,0.0138
"Kaymer, Martin",42,137,0.0137
"Aphibarnrat, Kiradech",42,136,0.0136
"Singh, Vijay",42,136,0.0136
"Langer, Bernhard",42,135,0.0135
"Donaldson, Jamie",42,134,0.0134
"Dufner, Jason",42,134,0.0134
"Sullivan, Andy",42,132,0.0132
"Kisner, Kevin",42,132,0.0132
"Haas, Bill",42,132,0.0132
"Kjeldsen, Soren",42,132,0.0132
"Berger, Daniel",42,132,0.0132
"Smith, Cameron",42,131,0.0131
"Poulter, Ian",42,128,0.0128
"Grace, Branden",42,124,0.0124
"Streelman, Kevin",42,123,0.0123
"Horschel, Billy",42,123,0.0123
"Na, Kevin",42,118,0.0118
"Garcia, Sergio",42,117,0.0117
"Westwood, Lee",42,117,0.0117
"Leishman, Marc",42,116,0.0116
"Immelman, Trevor",42,116,0.0116
"Simpson, Webb",42,115,0.0115
"Reed, Patrick",42,113,0.0113
"Walker, Jimmy",42,111,0.0111
"Willett, Danny",42,109,0.0109
"Cabrera Bello, Rafa",42,108,0.0108
"Oosthuizen, Louis",42,103,0.0103
"Moore, Ryan",42,103,0.0103
"Snedeker, Brandt",42,99,0.0099
"Stenson, Henrik",42,99,0.0099
"Kirk, Chris",42,97,0.0097
"Hoffman, Charley",42,94,0.0094
"Schwartzel, Charl",42,87,0.0087
"Watson, Bubba",42,81,0.0081
"Matsuyama, Hideki",42,73,0.0073
"Casey, Paul",42,72,0.0072
"Kuchar, Matt",42,70,0.007
"Clarke, Darren",42,59,0.0059
"Rose, Justin",42,57,0.0057
"Fowler, Rickie",42,55,0.0055
"Johnson, Dustin",42,45,0.0045
"McIlroy, Rory",42,42,0.0042
"Scott, Adam",42,38,0.0038
"Spieth, Jordan",42,34,0.0034
"Mickelson, Phil",42,33,0.0033
"Day, Jason",42,24,0.0024
"Bowditch, Steven",42,15,0.0015
"Weir, Mike",42,5,5e-04
"Herman, Jim",43,175,0.0175
"Poulter, Ian",43,172,0.0172
"Wiesberger, Bernd",43,164,0.0164
"Langer, Bernhard",43,163,0.0163
"Cabrera, Angel",43,162,0.0162
"Lingmerth, David",43,161,0.0161
"Piercy, Scott",43,160,0.016
"Holmes, J.B.",43,158,0.0158
"Knox, Russell",43,158,0.0158
"Lahiri, Anirban",43,157,0.0157
"Taylor, Vaughn",43,157,0.0157
"DeChambeau, Bryson",43,157,0.0157
"Sullivan, Andy",43,154,0.0154
"Streelman, Kevin",43,154,0.0154
"Els, Ernie",43,154,0.0154
"Streb, Robert",43,153,0.0153
"Jaidee, Thongchai",43,153,0.0153
"Willett, Danny",43,152,0.0152
"Mahan, Hunter",43,150,0.015
"Fitzpatrick, Matthew",43,150,0.015
"English, Harris",43,149,0.0149
"An, Byeong Hun",43,148,0.0148
"Kisner, Kevin",43,148,0.0148
"Kaufman, Smylie",43,147,0.0147
"Aphibarnrat, Kiradech",43,147,0.0147
"Merritt, Troy",43,147,0.0147
"Dubuisson, Victor",43,143,0.0143
"Kaymer, Martin",43,142,0.0142
"Lee, Danny",43,141,0.0141
"Horschel, Billy",43,140,0.014
"Bradley, Keegan",43,140,0.014
"Lowry, Shane",43,139,0.0139
"Gomez, Fabian",43,136,0.0136
"Westwood, Lee",43,135,0.0135
"Wood, Chris",43,135,0.0135
"Kjeldsen, Soren",43,134,0.0134
"Simpson, Webb",43,134,0.0134
"Smith, Cameron",43,133,0.0133
"Grillo, Emiliano",43,133,0.0133
"Johnson, Zach",43,133,0.0133
"Leishman, Marc",43,133,0.0133
"Thomas, Justin",43,131,0.0131
"Singh, Vijay",43,130,0.013
"McDowell, Graeme",43,130,0.013
"Koepka, Brooks",43,130,0.013
"Oosthuizen, Louis",43,126,0.0126
"Na, Kevin",43,119,0.0119
"Love III, Davis",43,117,0.0117
"Haas, Bill",43,115,0.0115
"Donaldson, Jamie",43,115,0.0115
"Berger, Daniel",43,113,0.0113
"Dufner, Jason",43,112,0.0112
"Hoffman, Charley",43,110,0.011
"Kirk, Chris",43,109,0.0109
"Garcia, Sergio",43,109,0.0109
"Schwartzel, Charl",43,106,0.0106
"Walker, Jimmy",43,104,0.0104
"Reed, Patrick",43,103,0.0103
"Grace, Branden",43,103,0.0103
"Snedeker, Brandt",43,102,0.0102
"Cabrera Bello, Rafa",43,101,0.0101
"Stenson, Henrik",43,93,0.0093
"Immelman, Trevor",43,77,0.0077
"Kuchar, Matt",43,75,0.0075
"Moore, Ryan",43,72,0.0072
"Watson, Bubba",43,69,0.0069
"Clarke, Darren",43,64,0.0064
"Matsuyama, Hideki",43,62,0.0062
"Fowler, Rickie",43,62,0.0062
"Casey, Paul",43,51,0.0051
"Rose, Justin",43,45,0.0045
"Spieth, Jordan",43,42,0.0042
"Johnson, Dustin",43,41,0.0041
"Mickelson, Phil",43,39,0.0039
"Scott, Adam",43,38,0.0038
"McIlroy, Rory",43,38,0.0038
"Day, Jason",43,24,0.0024
"Bowditch, Steven",43,15,0.0015
"Weir, Mike",43,11,0.0011
"Gomez, Fabian",44,178,0.0178
"An, Byeong Hun",44,176,0.0176
"DeChambeau, Bryson",44,175,0.0175
"Wiesberger, Bernd",44,168,0.0168
"Streelman, Kevin",44,167,0.0167
"Mahan, Hunter",44,163,0.0163
"Jaidee, Thongchai",44,163,0.0163
"Sullivan, Andy",44,162,0.0162
"Lee, Danny",44,160,0.016
"Kaufman, Smylie",44,160,0.016
"Langer, Bernhard",44,159,0.0159
"Westwood, Lee",44,158,0.0158
"Piercy, Scott",44,156,0.0156
"Lingmerth, David",44,155,0.0155
"Fitzpatrick, Matthew",44,154,0.0154
"Wood, Chris",44,154,0.0154
"Grillo, Emiliano",44,153,0.0153
"Poulter, Ian",44,153,0.0153
"Kaymer, Martin",44,149,0.0149
"Singh, Vijay",44,149,0.0149
"Lahiri, Anirban",44,148,0.0148
"Dubuisson, Victor",44,147,0.0147
"Smith, Cameron",44,146,0.0146
"Herman, Jim",44,145,0.0145
"Streb, Robert",44,144,0.0144
"Thomas, Justin",44,144,0.0144
"Els, Ernie",44,144,0.0144
"English, Harris",44,143,0.0143
"Love III, Davis",44,142,0.0142
"Bradley, Keegan",44,140,0.014
"McDowell, Graeme",44,139,0.0139
"Donaldson, Jamie",44,138,0.0138
"Simpson, Webb",44,138,0.0138
"Cabrera, Angel",44,137,0.0137
"Taylor, Vaughn",44,135,0.0135
"Knox, Russell",44,134,0.0134
"Merritt, Troy",44,133,0.0133
"Aphibarnrat, Kiradech",44,133,0.0133
"Kisner, Kevin",44,132,0.0132
"Johnson, Zach",44,130,0.013
"Hoffman, Charley",44,125,0.0125
"Leishman, Marc",44,125,0.0125
"Lowry, Shane",44,124,0.0124
"Garcia, Sergio",44,123,0.0123
"Kjeldsen, Soren",44,121,0.0121
"Berger, Daniel",44,120,0.012
"Holmes, J.B.",44,119,0.0119
"Na, Kevin",44,119,0.0119
"Haas, Bill",44,118,0.0118
"Dufner, Jason",44,115,0.0115
"Koepka, Brooks",44,114,0.0114
"Walker, Jimmy",44,113,0.0113
"Willett, Danny",44,108,0.0108
"Kirk, Chris",44,108,0.0108
"Oosthuizen, Louis",44,106,0.0106
"Horschel, Billy",44,104,0.0104
"Reed, Patrick",44,100,0.01
"Snedeker, Brandt",44,99,0.0099
"Cabrera Bello, Rafa",44,99,0.0099
"Stenson, Henrik",44,99,0.0099
"Watson, Bubba",44,91,0.0091
"Grace, Branden",44,90,0.009
"Moore, Ryan",44,88,0.0088
"Immelman, Trevor",44,85,0.0085
"Schwartzel, Charl",44,81,0.0081
"Clarke, Darren",44,72,0.0072
"Kuchar, Matt",44,65,0.0065
"Matsuyama, Hideki",44,60,0.006
"Rose, Justin",44,60,0.006
"Casey, Paul",44,55,0.0055
"Fowler, Rickie",44,53,0.0053
"Spieth, Jordan",44,39,0.0039
"McIlroy, Rory",44,39,0.0039
"Scott, Adam",44,33,0.0033
"Johnson, Dustin",44,33,0.0033
"Bowditch, Steven",44,29,0.0029
"Day, Jason",44,29,0.0029
"Mickelson, Phil",44,18,0.0018
"Weir, Mike",44,8,8e-04
"Cabrera, Angel",45,191,0.0191
"Jaidee, Thongchai",45,179,0.0179
"Lahiri, Anirban",45,176,0.0176
"Piercy, Scott",45,174,0.0174
"Dubuisson, Victor",45,173,0.0173
"Mahan, Hunter",45,171,0.0171
"Gomez, Fabian",45,165,0.0165
"Fitzpatrick, Matthew",45,163,0.0163
"Bradley, Keegan",45,163,0.0163
"Westwood, Lee",45,161,0.0161
"Kaufman, Smylie",45,159,0.0159
"Wood, Chris",45,154,0.0154
"Herman, Jim",45,154,0.0154
"Streb, Robert",45,153,0.0153
"An, Byeong Hun",45,150,0.015
"Aphibarnrat, Kiradech",45,150,0.015
"DeChambeau, Bryson",45,147,0.0147
"Sullivan, Andy",45,147,0.0147
"Thomas, Justin",45,146,0.0146
"Poulter, Ian",45,146,0.0146
"Els, Ernie",45,145,0.0145
"Lee, Danny",45,144,0.0144
"Grillo, Emiliano",45,144,0.0144
"Lowry, Shane",45,143,0.0143
"Streelman, Kevin",45,141,0.0141
"Singh, Vijay",45,140,0.014
"Willett, Danny",45,139,0.0139
"Love III, Davis",45,139,0.0139
"Lingmerth, David",45,138,0.0138
"Merritt, Troy",45,138,0.0138
"English, Harris",45,137,0.0137
"Taylor, Vaughn",45,136,0.0136
"Langer, Bernhard",45,134,0.0134
"Knox, Russell",45,133,0.0133
"Smith, Cameron",45,129,0.0129
"Wiesberger, Bernd",45,128,0.0128
"McDowell, Graeme",45,128,0.0128
"Kisner, Kevin",45,128,0.0128
"Horschel, Billy",45,127,0.0127
"Berger, Daniel",45,126,0.0126
"Kaymer, Martin",45,126,0.0126
"Simpson, Webb",45,125,0.0125
"Holmes, J.B.",45,125,0.0125
"Donaldson, Jamie",45,123,0.0123
"Kjeldsen, Soren",45,122,0.0122
"Garcia, Sergio",45,120,0.012
"Dufner, Jason",45,118,0.0118
"Immelman, Trevor",45,117,0.0117
"Johnson, Zach",45,116,0.0116
"Hoffman, Charley",45,112,0.0112
"Leishman, Marc",45,112,0.0112
"Koepka, Brooks",45,109,0.0109
"Oosthuizen, Louis",45,107,0.0107
"Haas, Bill",45,102,0.0102
"Schwartzel, Charl",45,101,0.0101
"Grace, Branden",45,100,0.01
"Na, Kevin",45,95,0.0095
"Kirk, Chris",45,92,0.0092
"Cabrera Bello, Rafa",45,89,0.0089
"Clarke, Darren",45,88,0.0088
"Stenson, Henrik",45,82,0.0082
"Reed, Patrick",45,81,0.0081
"Snedeker, Brandt",45,80,0.008
"Walker, Jimmy",45,77,0.0077
"Moore, Ryan",45,72,0.0072
"Watson, Bubba",45,61,0.0061
"Matsuyama, Hideki",45,59,0.0059
"Kuchar, Matt",45,57,0.0057
"Fowler, Rickie",45,56,0.0056
"Casey, Paul",45,52,0.0052
"McIlroy, Rory",45,43,0.0043
"Rose, Justin",45,40,0.004
"Johnson, Dustin",45,32,0.0032
"Scott, Adam",45,28,0.0028
"Spieth, Jordan",45,27,0.0027
"Mickelson, Phil",45,25,0.0025
"Bowditch, Steven",45,21,0.0021
"Day, Jason",45,17,0.0017
"Weir, Mike",45,6,6e-04
"Cabrera, Angel",46,178,0.0178
"Streb, Robert",46,171,0.0171
"Dubuisson, Victor",46,170,0.017
"Merritt, Troy",46,169,0.0169
"Poulter, Ian",46,163,0.0163
"Wood, Chris",46,162,0.0162
"Lahiri, Anirban",46,162,0.0162
"Aphibarnrat, Kiradech",46,160,0.016
"Lee, Danny",46,156,0.0156
"Thomas, Justin",46,154,0.0154
"Kaufman, Smylie",46,154,0.0154
"Grillo, Emiliano",46,154,0.0154
"Langer, Bernhard",46,153,0.0153
"Kaymer, Martin",46,152,0.0152
"DeChambeau, Bryson",46,152,0.0152
"Streelman, Kevin",46,151,0.0151
"Gomez, Fabian",46,151,0.0151
"Sullivan, Andy",46,151,0.0151
"Love III, Davis",46,150,0.015
"Fitzpatrick, Matthew",46,149,0.0149
"An, Byeong Hun",46,148,0.0148
"Knox, Russell",46,148,0.0148
"Singh, Vijay",46,147,0.0147
"Kisner, Kevin",46,146,0.0146
"Herman, Jim",46,146,0.0146
"Mahan, Hunter",46,145,0.0145
"Lowry, Shane",46,144,0.0144
"Taylor, Vaughn",46,144,0.0144
"Smith, Cameron",46,144,0.0144
"Jaidee, Thongchai",46,143,0.0143
"Westwood, Lee",46,143,0.0143
"McDowell, Graeme",46,143,0.0143
"Lingmerth, David",46,141,0.0141
"Piercy, Scott",46,141,0.0141
"Wiesberger, Bernd",46,137,0.0137
"Kjeldsen, Soren",46,136,0.0136
"Els, Ernie",46,127,0.0127
"Simpson, Webb",46,125,0.0125
"English, Harris",46,125,0.0125
"Willett, Danny",46,125,0.0125
"Bradley, Keegan",46,123,0.0123
"Johnson, Zach",46,119,0.0119
"Immelman, Trevor",46,116,0.0116
"Holmes, J.B.",46,115,0.0115
"Na, Kevin",46,115,0.0115
"Berger, Daniel",46,114,0.0114
"Garcia, Sergio",46,113,0.0113
"Hoffman, Charley",46,111,0.0111
"Koepka, Brooks",46,110,0.011
"Horschel, Billy",46,108,0.0108
"Haas, Bill",46,107,0.0107
"Cabrera Bello, Rafa",46,104,0.0104
"Reed, Patrick",46,104,0.0104
"Donaldson, Jamie",46,99,0.0099
"Grace, Branden",46,99,0.0099
"Dufner, Jason",46,98,0.0098
"Leishman, Marc",46,94,0.0094
"Clarke, Darren",46,91,0.0091
"Walker, Jimmy",46,89,0.0089
"Kirk, Chris",46,89,0.0089
"Oosthuizen, Louis",46,86,0.0086
"Watson, Bubba",46,80,0.008
"Snedeker, Brandt",46,79,0.0079
"Moore, Ryan",46,77,0.0077
"Schwartzel, Charl",46,63,0.0063
"Casey, Paul",46,63,0.0063
"Stenson, Henrik",46,59,0.0059
"Kuchar, Matt",46,53,0.0053
"Matsuyama, Hideki",46,49,0.0049
"Rose, Justin",46,45,0.0045
"Fowler, Rickie",46,40,0.004
"Johnson, Dustin",46,38,0.0038
"Bowditch, Steven",46,37,0.0037
"Spieth, Jordan",46,37,0.0037
"McIlroy, Rory",46,33,0.0033
"Scott, Adam",46,31,0.0031
"Mickelson, Phil",46,29,0.0029
"Weir, Mike",46,21,0.0021
"Day, Jason",46,9,9e-04
"Langer, Bernhard",47,180,0.018
"An, Byeong Hun",47,178,0.0178
"Jaidee, Thongchai",47,174,0.0174
"Streb, Robert",47,170,0.017
"Poulter, Ian",47,166,0.0166
"Cabrera, Angel",47,165,0.0165
"Lowry, Shane",47,164,0.0164
"Sullivan, Andy",47,160,0.016
"Aphibarnrat, Kiradech",47,160,0.016
"Smith, Cameron",47,160,0.016
"Fitzpatrick, Matthew",47,160,0.016
"Westwood, Lee",47,159,0.0159
"DeChambeau, Bryson",47,158,0.0158
"Wiesberger, Bernd",47,156,0.0156
"Herman, Jim",47,155,0.0155
"Kaufman, Smylie",47,155,0.0155
"Wood, Chris",47,151,0.0151
"Streelman, Kevin",47,148,0.0148
"Love III, Davis",47,148,0.0148
"Taylor, Vaughn",47,146,0.0146
"Lahiri, Anirban",47,146,0.0146
"Mahan, Hunter",47,146,0.0146
"English, Harris",47,144,0.0144
"Els, Ernie",47,144,0.0144
"Piercy, Scott",47,144,0.0144
"Kisner, Kevin",47,143,0.0143
"McDowell, Graeme",47,142,0.0142
"Gomez, Fabian",47,141,0.0141
"Lingmerth, David",47,141,0.0141
"Knox, Russell",47,138,0.0138
"Thomas, Justin",47,136,0.0136
"Lee, Danny",47,131,0.0131
"Dubuisson, Victor",47,131,0.0131
"Horschel, Billy",47,130,0.013
"Immelman, Trevor",47,128,0.0128
"Singh, Vijay",47,127,0.0127
"Merritt, Troy",47,126,0.0126
"Kaymer, Martin",47,124,0.0124
"Grillo, Emiliano",47,122,0.0122
"Johnson, Zach",47,119,0.0119
"Berger, Daniel",47,119,0.0119
"Bradley, Keegan",47,117,0.0117
"Dufner, Jason",47,114,0.0114
"Leishman, Marc",47,113,0.0113
"Donaldson, Jamie",47,112,0.0112
"Kjeldsen, Soren",47,112,0.0112
"Kirk, Chris",47,109,0.0109
"Koepka, Brooks",47,108,0.0108
"Holmes, J.B.",47,108,0.0108
"Clarke, Darren",47,107,0.0107
"Na, Kevin",47,105,0.0105
"Oosthuizen, Louis",47,102,0.0102
"Simpson, Webb",47,101,0.0101
"Willett, Danny",47,99,0.0099
"Haas, Bill",47,96,0.0096
"Moore, Ryan",47,90,0.009
"Walker, Jimmy",47,87,0.0087
"Hoffman, Charley",47,87,0.0087
"Cabrera Bello, Rafa",47,84,0.0084
"Grace, Branden",47,76,0.0076
"Garcia, Sergio",47,75,0.0075
"Watson, Bubba",47,72,0.0072
"Reed, Patrick",47,71,0.0071
"Stenson, Henrik",47,70,0.007
"Snedeker, Brandt",47,66,0.0066
"Casey, Paul",47,55,0.0055
"Schwartzel, Charl",47,55,0.0055
"Kuchar, Matt",47,54,0.0054
"Matsuyama, Hideki",47,54,0.0054
"Rose, Justin",47,52,0.0052
"Bowditch, Steven",47,49,0.0049
"McIlroy, Rory",47,37,0.0037
"Fowler, Rickie",47,36,0.0036
"Johnson, Dustin",47,32,0.0032
"Scott, Adam",47,32,0.0032
"Spieth, Jordan",47,29,0.0029
"Day, Jason",47,16,0.0016
"Weir, Mike",47,14,0.0014
"Mickelson, Phil",47,13,0.0013
"Lahiri, Anirban",48,198,0.0198
"Streb, Robert",48,195,0.0195
"Wood, Chris",48,185,0.0185
"Aphibarnrat, Kiradech",48,183,0.0183
"Lee, Danny",48,181,0.0181
"Langer, Bernhard",48,180,0.018
"Love III, Davis",48,178,0.0178
"Gomez, Fabian",48,178,0.0178
"Smith, Cameron",48,178,0.0178
"Jaidee, Thongchai",48,176,0.0176
"Merritt, Troy",48,176,0.0176
"Westwood, Lee",48,176,0.0176
"An, Byeong Hun",48,173,0.0173
"Herman, Jim",48,169,0.0169
"Mahan, Hunter",48,167,0.0167
"Sullivan, Andy",48,165,0.0165
"DeChambeau, Bryson",48,165,0.0165
"Dubuisson, Victor",48,163,0.0163
"McDowell, Graeme",48,162,0.0162
"Thomas, Justin",48,157,0.0157
"Kaufman, Smylie",48,156,0.0156
"Kisner, Kevin",48,154,0.0154
"Wiesberger, Bernd",48,149,0.0149
"English, Harris",48,147,0.0147
"Lingmerth, David",48,146,0.0146
"Streelman, Kevin",48,144,0.0144
"Cabrera, Angel",48,143,0.0143
"Piercy, Scott",48,143,0.0143
"Taylor, Vaughn",48,143,0.0143
"Knox, Russell",48,142,0.0142
"Fitzpatrick, Matthew",48,139,0.0139
"Els, Ernie",48,138,0.0138
"Grillo, Emiliano",48,137,0.0137
"Immelman, Trevor",48,137,0.0137
"Poulter, Ian",48,132,0.0132
"Kjeldsen, Soren",48,128,0.0128
"Lowry, Shane",48,127,0.0127
"Singh, Vijay",48,121,0.0121
"Clarke, Darren",48,120,0.012
"Berger, Daniel",48,120,0.012
"Kaymer, Martin",48,118,0.0118
"Johnson, Zach",48,117,0.0117
"Willett, Danny",48,116,0.0116
"Dufner, Jason",48,115,0.0115
"Horschel, Billy",48,114,0.0114
"Donaldson, Jamie",48,107,0.0107
"Bradley, Keegan",48,106,0.0106
"Simpson, Webb",48,101,0.0101
"Koepka, Brooks",48,96,0.0096
"Na, Kevin",48,94,0.0094
"Leishman, Marc",48,94,0.0094
"Kirk, Chris",48,93,0.0093
"Holmes, J.B.",48,93,0.0093
"Hoffman, Charley",48,88,0.0088
"Garcia, Sergio",48,87,0.0087
"Walker, Jimmy",48,86,0.0086
"Grace, Branden",48,85,0.0085
"Cabrera Bello, Rafa",48,84,0.0084
"Snedeker, Brandt",48,83,0.0083
"Haas, Bill",48,81,0.0081
"Oosthuizen, Louis",48,80,0.008
"Stenson, Henrik",48,74,0.0074
"Reed, Patrick",48,71,0.0071
"Schwartzel, Charl",48,71,0.0071
"Moore, Ryan",48,62,0.0062
"Watson, Bubba",48,60,0.006
"Bowditch, Steven",48,58,0.0058
"Kuchar, Matt",48,51,0.0051
"Matsuyama, Hideki",48,47,0.0047
"Fowler, Rickie",48,39,0.0039
"McIlroy, Rory",48,38,0.0038
"Rose, Justin",48,37,0.0037
"Casey, Paul",48,34,0.0034
"Weir, Mike",48,26,0.0026
"Johnson, Dustin",48,24,0.0024
"Spieth, Jordan",48,18,0.0018
"Scott, Adam",48,17,0.0017
"Day, Jason",48,15,0.0015
"Mickelson, Phil",48,13,0.0013
"Aphibarnrat, Kiradech",49,195,0.0195
"Langer, Bernhard",49,189,0.0189
"Smith, Cameron",49,188,0.0188
"Love III, Davis",49,186,0.0186
"Merritt, Troy",49,181,0.0181
"Herman, Jim",49,178,0.0178
"Dubuisson, Victor",49,174,0.0174
"Sullivan, Andy",49,173,0.0173
"Westwood, Lee",49,168,0.0168
"Piercy, Scott",49,160,0.016
"Wood, Chris",49,160,0.016
"Gomez, Fabian",49,159,0.0159
"Immelman, Trevor",49,159,0.0159
"Kaufman, Smylie",49,154,0.0154
"DeChambeau, Bryson",49,153,0.0153
"Streb, Robert",49,153,0.0153
"Mahan, Hunter",49,150,0.015
"An, Byeong Hun",49,149,0.0149
"Cabrera, Angel",49,149,0.0149
"Wiesberger, Bernd",49,149,0.0149
"Thomas, Justin",49,148,0.0148
"Poulter, Ian",49,147,0.0147
"Singh, Vijay",49,147,0.0147
"Jaidee, Thongchai",49,146,0.0146
"Lingmerth, David",49,144,0.0144
"Fitzpatrick, Matthew",49,142,0.0142
"English, Harris",49,142,0.0142
"Lowry, Shane",49,141,0.0141
"Grillo, Emiliano",49,133,0.0133
"Lee, Danny",49,132,0.0132
"Bradley, Keegan",49,131,0.0131
"Kisner, Kevin",49,130,0.013
"Knox, Russell",49,128,0.0128
"Els, Ernie",49,126,0.0126
"McDowell, Graeme",49,126,0.0126
"Streelman, Kevin",49,125,0.0125
"Lahiri, Anirban",49,125,0.0125
"Clarke, Darren",49,124,0.0124
"Taylor, Vaughn",49,122,0.0122
"Na, Kevin",49,114,0.0114
"Kaymer, Martin",49,113,0.0113
"Berger, Daniel",49,113,0.0113
"Willett, Danny",49,110,0.011
"Leishman, Marc",49,104,0.0104
"Holmes, J.B.",49,102,0.0102
"Horschel, Billy",49,99,0.0099
"Koepka, Brooks",49,99,0.0099
"Johnson, Zach",49,97,0.0097
"Kjeldsen, Soren",49,95,0.0095
"Cabrera Bello, Rafa",49,93,0.0093
"Simpson, Webb",49,87,0.0087
"Garcia, Sergio",49,85,0.0085
"Dufner, Jason",49,82,0.0082
"Hoffman, Charley",49,80,0.008
"Oosthuizen, Louis",49,77,0.0077
"Donaldson, Jamie",49,76,0.0076
"Moore, Ryan",49,75,0.0075
"Haas, Bill",49,73,0.0073
"Grace, Branden",49,69,0.0069
"Schwartzel, Charl",49,69,0.0069
"Kirk, Chris",49,63,0.0063
"Walker, Jimmy",49,62,0.0062
"Bowditch, Steven",49,60,0.006
"Reed, Patrick",49,60,0.006
"Kuchar, Matt",49,56,0.0056
"Snedeker, Brandt",49,54,0.0054
"Watson, Bubba",49,48,0.0048
"Stenson, Henrik",49,46,0.0046
"Casey, Paul",49,45,0.0045
"Matsuyama, Hideki",49,37,0.0037
"Rose, Justin",49,35,0.0035
"McIlroy, Rory",49,32,0.0032
"Fowler, Rickie",49,26,0.0026
"Spieth, Jordan",49,26,0.0026
"Weir, Mike",49,23,0.0023
"Scott, Adam",49,21,0.0021
"Johnson, Dustin",49,15,0.0015
"Mickelson, Phil",49,15,0.0015
"Day, Jason",49,6,6e-04
"Langer, Bernhard",50,214,0.0214
"Love III, Davis",50,214,0.0214
"Smith, Cameron",50,211,0.0211
"Dubuisson, Victor",50,202,0.0202
"Immelman, Trevor",50,199,0.0199
"Merritt, Troy",50,190,0.019
"Westwood, Lee",50,187,0.0187
"Fitzpatrick, Matthew",50,176,0.0176
"Clarke, Darren",50,168,0.0168
