name,modranks,prob,run
"Noren, Alex",58,0.0019,18
"O'Hair, Sean",44,0.0038,18
"Oosthuizen, Louis",20,0.0102,18
"Pampling, Rod",57,0.002,18
"Perez, Pat",51,0.0024,18
"Piercy, Scott",46,0.0035,18
"Pieters, Thomas",36,0.0052,18
"Rahm, Jon",7,0.0305,18
"Reed, Patrick",40,0.0043,18
"Rose, Justin",6,0.0352,18
"Schwartzel, Charl",42,0.0042,18
"Scott, Adam",16,0.0125,18
"Simpson, Webb",67,0.0012,18
"Singh, Vijay",79,1.00E-04,18
"Snedeker, Brandt",22,0.0091,18
"Spieth, Jordan",3,0.0551,18
"Steele, Brendan",38,0.0044,18
"Stenson, Henrik",20,0.0102,18
"Stricker, Steve",67,0.0012,18
"Stuard, Brian",73,6.00E-04,18
"Sullivan, Andy",47,0.0034,18
"Summerhays, Daniel",71,7.00E-04,18
"Swafford, Hudson",43,0.0039,18
"Tanihara, Hideto",63,0.0015,18
"Thomas, Justin",10,0.0229,18
"Vegas, Jhonattan",55,0.0021,18
"Walker, Jimmy",51,0.0024,18
"Wang, Jeunghun",77,4.00E-04,18
"Watson, Bubba",37,0.0046,18
"Westwood, Lee",63,0.0015,18
"Wiesberger, Bernd",38,0.0044,18
"Willett, Danny",73,6.00E-04,18
"Wood, Chris",61,0.0017,18
"Woodland, Gary",27,0.0082,18
"An, Byeong Hun",41,0.0044,19
"Berger, Daniel",26,0.0083,19
"Cabrera, Angel",30,0.0066,19
"Cabrera-Bello, Rafael",64,0.0012,19
"Casey, Paul",27,0.0082,19
"Castro, Roberto",72,7.00E-04,19
"Chappell, Kevin",71,9.00E-04,19
"Day, Jason",11,0.0224,19
"Dufner, Jason",43,0.0042,19
"Els, Ernie",78,1.00E-04,19
"Fisher, Ross",12,0.0213,19
"Fitzpatrick, Matthew",48,0.0032,19
"Fleetwood, Tommy",9,0.0258,19
"Fowler, Rickie",4,0.0477,19
"Furyk, Jim",53,0.0024,19
"Garcia, Sergio",13,0.0164,19
"Grace, Branden",54,0.0023,19
"Grillo, Emiliano",37,0.0047,19
"Haas, Bill",28,0.008,19
"Hadwin, Adam",25,0.0088,19
"Hahn, James",64,0.0012,19
"Hatton, Tyrrell",7,0.0327,19
"Henley, Russell",16,0.0116,19
"Hoffman, Charley",31,0.0064,19
"Holmes, J.B.",21,0.0097,19
"Hughes, Mackenzie",63,0.0014,19
"Hurley III, Billy",75,4.00E-04,19
"Ikeda, Yuta",73,6.00E-04,19
"Johnson, Dustin",1,0.2316,19
"Johnson, Zach",52,0.0025,19
"Kaymer, Martin",32,0.0058,19
"Kim, Si Woo",79,0,19
"Kisner, Kevin",23,0.0091,19
"Kjeldsen, Soren",57,0.0021,19
"Knox, Russell",68,0.001,19
"Koepka, Brooks",44,0.0041,19
"Kuchar, Matt",33,0.0055,19
"Leishman, Marc",15,0.0118,19
"Lowry, Shane",17,0.0107,19
"Matsuyama, Hideki",6,0.0398,19
"McGirt, William",59,0.002,19
"McIlroy, Rory",2,0.121,19
"Mickelson, Phil",14,0.0163,19
"Molinari, Francesco",24,0.0089,19
"Moore, Ryan",35,0.005,19
"Na, Kevin",57,0.0021,19
"Noren, Alex",67,0.0011,19
"O'Hair, Sean",41,0.0044,19
"Oosthuizen, Louis",28,0.008,19
"Pampling, Rod",68,0.001,19
"Perez, Pat",55,0.0022,19
"Piercy, Scott",49,0.0028,19
"Pieters, Thomas",47,0.0036,19
"Rahm, Jon",8,0.0318,19
"Reed, Patrick",34,0.0053,19
"Rose, Justin",5,0.04,19
"Schwartzel, Charl",45,0.0038,19
"Scott, Adam",18,0.0106,19
"Simpson, Webb",61,0.0018,19
"Singh, Vijay",77,2.00E-04,19
"Snedeker, Brandt",19,0.0105,19
"Spieth, Jordan",3,0.0536,19
"Steele, Brendan",39,0.0046,19
"Stenson, Henrik",22,0.0092,19
"Stricker, Steve",51,0.0027,19
"Stuard, Brian",74,5.00E-04,19
"Sullivan, Andy",40,0.0045,19
"Summerhays, Daniel",64,0.0012,19
"Swafford, Hudson",46,0.0037,19
"Tanihara, Hideto",62,0.0015,19
"Thomas, Justin",10,0.023,19
"Vegas, Jhonattan",60,0.0019,19
"Walker, Jimmy",55,0.0022,19
"Wang, Jeunghun",79,0,19
"Watson, Bubba",37,0.0047,19
"Westwood, Lee",49,0.0028,19
"Wiesberger, Bernd",36,0.0048,19
"Willett, Danny",76,3.00E-04,19
"Wood, Chris",68,0.001,19
"Woodland, Gary",20,0.0098,19
"An, Byeong Hun",40,0.0042,20
"Berger, Daniel",28,0.0076,20
"Cabrera, Angel",32,0.007,20
"Cabrera-Bello, Rafael",68,0.0011,20
"Casey, Paul",20,0.0102,20
"Castro, Roberto",64,0.0015,20
"Chappell, Kevin",69,0.001,20
"Day, Jason",12,0.02,20
"Dufner, Jason",37,0.0045,20
"Els, Ernie",79,1.00E-04,20
"Fisher, Ross",11,0.0202,20
"Fitzpatrick, Matthew",38,0.0043,20
"Fleetwood, Tommy",9,0.0255,20
"Fowler, Rickie",4,0.0486,20
"Furyk, Jim",64,0.0015,20
"Garcia, Sergio",13,0.0166,20
"Grace, Branden",59,0.0018,20
"Grillo, Emiliano",46,0.0036,20
"Haas, Bill",27,0.0081,20
"Hadwin, Adam",29,0.0074,20
"Hahn, James",62,0.0016,20
"Hatton, Tyrrell",8,0.0284,20
"Henley, Russell",16,0.0132,20
"Hoffman, Charley",31,0.0071,20
"Holmes, J.B.",25,0.009,20
"Hughes, Mackenzie",61,0.0017,20
"Hurley III, Billy",75,6.00E-04,20
"Ikeda, Yuta",72,8.00E-04,20
"Johnson, Dustin",1,0.2296,20
"Johnson, Zach",52,0.0026,20
"Kaymer, Martin",33,0.0055,20
"Kim, Si Woo",80,0,20
"Kisner, Kevin",26,0.0088,20
"Kjeldsen, Soren",56,0.0022,20
"Knox, Russell",72,8.00E-04,20
"Koepka, Brooks",47,0.0032,20
"Kuchar, Matt",30,0.0073,20
"Leishman, Marc",14,0.0145,20
"Lowry, Shane",17,0.0109,20
"Matsuyama, Hideki",5,0.0462,20
"McGirt, William",53,0.0025,20
"McIlroy, Rory",2,0.1183,20
"Mickelson, Phil",15,0.0135,20
"Molinari, Francesco",19,0.0106,20
"Moore, Ryan",35,0.0049,20
"Na, Kevin",51,0.0027,20
"Noren, Alex",59,0.0018,20
"O'Hair, Sean",50,0.0029,20
"Oosthuizen, Louis",22,0.0096,20
"Pampling, Rod",69,0.001,20
"Perez, Pat",53,0.0025,20
"Piercy, Scott",47,0.0032,20
"Pieters, Thomas",40,0.0042,20
"Rahm, Jon",7,0.0292,20
"Reed, Patrick",36,0.0047,20
"Rose, Justin",6,0.0381,20
"Schwartzel, Charl",43,0.004,20
"Scott, Adam",23,0.0093,20
"Simpson, Webb",62,0.0016,20
"Singh, Vijay",77,3.00E-04,20
"Snedeker, Brandt",21,0.0098,20
"Spieth, Jordan",3,0.0559,20
"Steele, Brendan",38,0.0043,20
"Stenson, Henrik",17,0.0109,20
"Stricker, Steve",67,0.0014,20
"Stuard, Brian",69,0.001,20
"Sullivan, Andy",43,0.004,20
"Summerhays, Daniel",74,7.00E-04,20
"Swafford, Hudson",45,0.0038,20
"Tanihara, Hideto",57,0.0019,20
"Thomas, Justin",10,0.0245,20
"Vegas, Jhonattan",55,0.0023,20
"Walker, Jimmy",49,0.0031,20
"Wang, Jeunghun",78,2.00E-04,20
"Watson, Bubba",34,0.0053,20
"Westwood, Lee",57,0.0019,20
"Wiesberger, Bernd",40,0.0042,20
"Willett, Danny",76,4.00E-04,20
"Wood, Chris",64,0.0015,20
"Woodland, Gary",24,0.0092,20
